Description;accueil;Description_2;Description_3;clusters
cela semble etre un endroit parfait  j y suis alle et ils m ont tres bien traite et mon conseiller est en contact avec moi a tout moment  en fait  cela m a beaucoup aide et continue de le faire  merci ;1;['endroit', 'parf', 'contact'];endroit parf contact;0
un service incompetents compose d incompetents  pas uniquement l agence de villeurbanne  toutes les agences    payes avec l argent public  ;1;['servic', 'incompetent', 'compos', 'incompetent', 'agenc', 'villeurbann', 'agenc', 'pay', 'argent'];servic incompetent compos incompetent agenc villeurbann agenc pay argent;-1
meme ambiance qu une caf ou qu un bureau de poste  vous voila prevenu  pour avoir teste l accueil sans rendez vous la dame est tres sympathique et explique bien  un grand respect aux agents capables de supporter les incivilites des 8h31 ;1;['ambianc', 'caf', 'bureau', 'prevenu', 'test', 'sympath', 'respect', 'agent', 'capabl', 'support', 'incivil', '8h31'];ambianc caf bureau prevenu test sympath respect agent capabl support incivil 8h31;-1
bonne experience   j ai ete pris en charge par sabrina   personne tres accueillante et professionnel  merci;1;['sabrin', 'person'];sabrin person;-1
le pire service 3h50 d attente sur le repondeur  personne ne repond  les bureaux sont fermes quand ils devraient etre ouvert  pfff   ;1;['servic', '3h50', 'repondeur', 'person', 'bureau', 'ferm', 'ouvert', 'pfff'];servic 3h50 repondeur person bureau ferm ouvert pfff;1
au secretariat ils vous envoient bouler  il faut absolument s inscrire sur pole emploi donc quitter son poste pour obtenir une information alors que vous pouvez avoir la reponse par telephone en 2min au 3949   ne leur donnez pas de travail  appeler ce numero gratuit pour toute information vous verrez du personnel competent  ;1;['secretariat', 'envoient', 'boul', 'quitt', 'repon', '2min', '3949', 'gratuit', 'verr', 'personnel', 'competent'];secretariat envoient boul quitt repon 2min 3949 gratuit verr personnel competent;1
a fuir  personnel desagreable  incompetent  faudrait songer a une reconversion professionnelle les gars  enfin si c est l accueil de ce pole emploi qui vous aiguille  vous serez juste bons a pointer chaque mois    ;1;['fuir', 'personnel', 'incompetent', 'song', 'reconver', 'aiguill'];fuir personnel incompetent song reconver aiguill;-1
enceinte de 7mois  par temps de canicule  je viens sur place pour poser une simple question  apres avoir fait la queue  je tombe sur une dame   je travaille depuis 8ans et actuellement je suis en cdi  est ce possible si j obtiens une rupture conventionnelle  de toucher le chomage si je veux faire une formation  que je paierai moi meme pour une reconversion professionnelle     reponse logique   oui ou non   sa reponse  inscrivez vous chez pole emploi pour connaitre la reponse    je ne peux pas m inscrire  je travaille    demissionnez pour vous inscrire    je ne veux pas demissionner si mon projet ne tient pas la route  c est pour cette raison que je vous demande si chomage   formation sont compatibles    pour le savoir il faut vous inscrire   a quoi sert cette dame serieusement     ;1;['enceint', '7mois', 'canicul', 'pos', 'queu', '8an', 'cdi', 'obtien', 'conventionnel', 'chomag', 'format', 'pai', 'reconver', 'repon', 'logiqu', 'repon', 'inscriv', 'connaitr', 'repon', 'demiss', 'demiss', 'tient', 'rout', 'chomag', 'format', 'compatibl'];enceint 7mois canicul pos queu 8an cdi obtien conventionnel chomag format pai reconver repon logiqu repon inscriv connaitr repon demiss demiss tient rout chomag format compatibl;0
je suis tres mecontent du service de pole emploi villeurbanne      je contacte depuis plusieurs semaines par mail mon conseiller indemnisation car les donnees pour le calcul ne correspond pas a mon dernier salaire brut  3 semaines que j attends une reponse quand meme     j ai contacte mon autre conseillere  pas de reponse non plus     si ces personnes la travaillaient dans le prive  elles seraient virees   c est inacceptable et d un professionnalisme  honteux      du coup  toujours pas de versement pour mon indemnisation du mois de juin 2022  donc je me retrouve avec 0  pour payer mon loyer et mes factures     bravo    les personnes chargees de l accueil m ont quand meme bien recu mais non aucun droit sur ce sujet  seul le responsable hierarchique est prevenu de ma venue  mais vu que la situation n avance pas  ca doit etre aussi un sacre machot     et apres les francais en ont ras le bol  serieusement    on n est deja pas capable de nous reinserer professionnellement et de nous renseigner  continuez comme ca  ;1;['mecontent', 'servic', 'villeurbann', 'contact', 'indemn', 'salair', 'attend', 'repon', 'contact', 'repon', 'person', 'vir', 'inaccept', 'professionnal', 'indemn', 'juin', 'pai', 'person', 'respon', 'hierarch', 'prevenu', 'venu', 'sacr', 'machot', 'ras', 'bol', 'capabl', 'reins'];mecontent servic villeurbann contact indemn salair attend repon contact repon person vir inaccept professionnal indemn juin pai person respon hierarch prevenu venu sacr machot ras bol capabl reins;0
malgre une fille d attente moyenne  on m a pris en charge rapidement sans rdv  le monsieur a qui j ai parle etait tres aimable et a bien repondu a mes questions ;1;['fill', 'rdv', 'aimabl'];fill rdv aimabl;0
accueil desagreable  je demande des informations concernant mon indemnisation au lieu de m expliquer correctement ils se mettent a me dire que c est comme ca j ai qu a aller regarder sur le site je precise que je n avais recu aucune message m expliquant correctement mon indemnisation  je vous rappelle que c est votre job de nous repondre et nous orienter  si vous etes pas content changez de travail  bref vu le nombre d avis negatifs  je suis meme plus etonnee  ;1;['indemn', 'mettent', 'regard', 'indemn', 'job', 'orient', 'content', 'chang', 'eton'];indemn mettent regard indemn job orient content chang eton;-1
j ai ete le matin sans rendez vous et les personnes a l accueil ont ete tres sympathiques  ils ont mis tout en uvre afin de debloquer ma situation  merci beaucoup  ;1;['person', 'sympath', 'uvre', 'debloqu'];person sympath uvre debloqu;-1
ouvre a 8h30 et ferme a midi  une blague    ;1;['8h30', 'ferm', 'blagu'];8h30 ferm blagu;-1
vendredi 07 09 ferme  or dans son creneau google c etait ouvert  bande de feignants  ;1;['vendred', '07', '09', 'ferm', 'creneau', 'googl', 'ouvert', 'band', 'feign'];vendred 07 09 ferm creneau googl ouvert band feign;0
tres bon accueil  personnel competent qui rappelle pour apporter des solutions aux problemes ;1;['personnel', 'competent', 'apport', 'solut'];personnel competent apport solut;1
que des gens merveilleux dans cette agence;1;['merveil', 'agenc'];merveil agenc;1
tres bon accueil et tres bon suivi  personnel motive ;1;['personnel', 'motiv'];personnel motiv;-1
inqualifiable ;1;['inqualif'];inqualif;0
renseignements et accueil courtois;1;['courtois'];courtois;0
accueil soigner   bonne prise en charge des demandes   tres bien ;1;['soign'];soign;0
service rapide personnel aimable seule bemole je travail de 6h a 16h donc quand y a un document pour mon compte c est complique de venir  imprimer sers a rien car ya toujour une anomalie ou il arrive pas a lire le document;1;['servic', 'personnel', 'aimabl', 'bemol', '6h', '16h', 'docu', 'compt', 'ser', 'ya', 'toujour', 'anomal', 'docu'];servic personnel aimabl bemol 6h 16h docu compt ser ya toujour anomal docu;-1
les demandes sont traites a la tete du client  conseillere pas du tout a l ecoute et qui me refuse une prise de rdv  chaque demande que je fais n est jamais accepte  nul ;1;['tet', 'rdv'];tet rdv;0
super accueil  ecoute remarquable  je suis tout a fait partant pour y revenir  beau sens du service public ;1;['remarqu', 'reven', 'servic'];remarqu reven servic;0
je met 4 etoiles pour car j ai eu du mal a avoir un rdv pour parler de mon projet professionnel  par contre mon rdv telephonique s est tres bien passe avec mr selbonne qui a ete tres aimable et la communication a ete tres chaleureuse  il a su m ecouter et repondre a mes questions ;1;['rdv', 'rdv', 'mr', 'selbon', 'aimabl', 'chaleur'];rdv rdv mr selbon aimabl chaleur;-1
a quoi sert ce site de pole emploi   des conseille inneficaces qui ne vous conseils pas   des que vous les sollicite  ceux ci vont vous faire tourner en rond   le personnel perdra vos dossier don veillez a les scanner avant chez vous      niveau accueil c est tres moyen   des fils d accueil interminable des agents d accueil qui prennent leurs pause toutes les 15 minutes ou qui discute entre eux    ;1;['inneficac', 'rond', 'personnel', 'perdr', 'doss', 'veil', 'fil', 'intermin', 'agent', 'prennent', 'paus', 'discut'];inneficac rond personnel perdr doss veil fil intermin agent prennent paus discut;1
pour ma pars personnel tres a l ecoute a nos besoins professionnels  accueil tres polis et accueillant  mme rodrigues et juste parfaite tres a l ecoute  calme  gentille  et tres  professionnelle avec son equipe trouve des solutions a tous   merci a vous tous     ;1;['personnel', 'mme', 'rodrigu', 'parf', 'calm', 'gentill', 'equip', 'solut'];personnel mme rodrigu parf calm gentill equip solut;1
bonjour  je me suis rendue a pole emploi le 30 mars aupres de ma conseillere madame calvinho paula  c est une personne tres agreable  competente  a l ecoute de ses candidats  elle m a donne de tres bons conseils pour mon entretien que je dois passer aujourd hui    au  plaisir   ;1;['calvinho', 'paul', 'person', 'competent', 'plais'];calvinho paul person competent plais;1
dommage on peut pa mettre 0 etoile   mme rodriguez tres incompetente  franchement ca donne pas envie  elle envoi cher tout le monde tres tres desagreable   c est pas un metier pour elle ca   changer votre personnel de toute urgence ou faite leur des formations pour apprendre a etre sociable  ;1;['pa', 'mme', 'rodrigu', 'incompetent', 'cher', 'personnel', 'urgenc', 'format', 'apprendr', 'sociabl'];pa mme rodrigu incompetent cher personnel urgenc format apprendr sociabl;-1
tres bon accueil ce matin  reactif et a l ecoute ;1;['reactif'];reactif;-1
incompetent  injoignable  arrogent et menace les chomeur             et en plus il on du travaille grace a chomeur;1;['incompetent', 'injoign', 'arrogent'];incompetent injoign arrogent;-1
accueil desagreable et hurle dans la salle les probleme que lon rencontre dans notre parcours de recherche d emploi;1;['hurl', 'sall'];hurl sall;0
c est quoi ces horaires de touriste   ;1;['horair', 'tourist'];horair tourist;-1
une plateforme superbe  un personnel incompetent  vous aide en rien  il ont leur salaire a la fin du mois donc tout va bien  il n ont pas compris le but  des qu il y a un obstacle il baisse les bras  surtout   nadine   j aimerai un licenciement pour qu elle soit a la place des demandeurs d emplois  une personne pas agreable et pas devouer  je suis pret a prendre sa place ;1;['plateform', 'superb', 'personnel', 'incompetent', 'salair', 'compr', 'but', 'obstacl', 'baiss', 'bras', 'nadin', 'licenc', 'person', 'devou', 'pret'];plateform superb personnel incompetent salair compr but obstacl baiss bras nadin licenc person devou pret;-1
je suis alle a pole emploi suite a un envoi de mail la on me dit que c est un questionnaire allor que non je soupconne que ca soit du fliquage   la je demande qui est mon conseiller ils sont incapable de me repondre   j ai deja ete mal traite par une conseillere qui a ete tres agressive envers moi   tout cela a fini en depression donc fixer des rendez vous tout les 15 jour ni changera rien et un renforcement non plus meme avec des preuves de recherche d emploi il sont jamais satisfait   mois j ai ete rabaisser j ai decide de me tourner vers les agences d interim au moins on nous traite mieux   je deconseille donc pol emploi;1;['questionnair', 'allor', 'soupcon', 'fliquag', 'agress', 'enver', 'depress', 'fix', 'chang', 'renforc', 'preuv', 'satisf', 'rabaiss', 'agenc', 'interim', 'deconseil'];questionnair allor soupcon fliquag agress enver depress fix chang renforc preuv satisf rabaiss agenc interim deconseil;0
ne allez jamais a pole emploi de varenne quand on leur posse une question il repond par une autre questions et la reponse il comaisse pas ne jamais aller a varenne je vous propose d aller a moulins ou a vichy et il sont plu competent que varenne;1;['varen', 'poss', 'repon', 'comaiss', 'varen', 'moulin', 'vichy', 'plu', 'competent', 'varen'];varen poss repon comaiss varen moulin vichy plu competent varen;0
j ai un tres bon conseiller;1;[];;-1
