Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;courrier;accueil;reseaux sociaux;Description_2;Description_3;clusters
experience classique sur les sites administratif de la republique    une boucle administrative fait tourner en rond sur trois services    une cache a cocher se dissimule du regard pour qu on oublie l evidence meme  cocher la case  conserver ses droits    un faux bug me faire tourner en rond sur des formulaires a cocher et contrats a lire en attendant qu il me vienne l idee de rafraichir trois fois de suite la page pour enfin sortir de la boucle infinie   les lettres a delais sont recu de facon quasiment systematique juste assez tard pour risquer la radiation;1;1;1;1;1;1;0;['classiqu', 'administr', 'republ', 'boucl', 'administr', 'rond', 'cach', 'dissimul', 'regard', 'conserv', 'bug', 'rond', 'formulair', 'contrat', 'attend', 'vien', 'ide', 'rafraich', 'boucl', 'infin', 'quas'];classiqu administr republ boucl administr rond cach dissimul regard conserv bug rond formulair contrat attend vien ide rafraich boucl infin quas;-1
bonjour    je veux me presenter a un agent d accueil et hop un assistant souhaite m aider  bref  je commence a lui dire ce que j ai besoin et il part sans rien me dire et me laisse donc  en plan  pour aller chercher l avis de la conseillere du comptoir    retour   vous devez demander un rendez vous pour votre demande s il avait voulu attendre c etait cela ma demande car sur internet le  hangouts  avait dit de venir a l agence    bref  j ai l interlocutrice qui m informe que je suis reaffecte a l agence cadre a 20km   et qu elle ne peut plus rien pour moi     bref comment me rendre a cette nouvelle agence   le bus je n y ai pas acces   donc je prends ma voiture 2 15  le litre de gazole  ouf   c est du gazole     donc j y vis et je tombe sur une conseillere qui sait lire mon cv et le decrypter et qui connait les obligations de cadre     donc oui j ai la perle rare et moi  apres un probleme familial ma mere ne peut plus m heberger    donc je vais dormir ou    j attends vos reponses    ;0;0;0;0;0;1;0;['agent', 'hop', 'plan', 'comptoir', 'internet', 'hangout', 'interlocutric', 'reaffect', '20km', 'bus', 'prend', 'voitur', 'litr', 'gazol', 'ouf', 'gazol', 'decrypt', 'perl', 'rar', 'familial', 'mer', 'heberg', 'dorm', 'attend', 'repons'];agent hop plan comptoir internet hangout interlocutric reaffect 20km bus prend voitur litr gazol ouf gazol decrypt perl rar familial mer heberg dorm attend repons;0
je suis une professionnelle du recrutement et j utilise pe pour chercher des cv et des candidats   mais voila  rien de fonctionne ou alors 1 fois sur 10    un systeme d alerte est mis en place a l arrivee d un nouveau cv mais quand on veut cliquer sur les cv en question il y a systematiquement un message de service indisponible  ou alors meme egalement des cv qui ne s ouvre pas et qui ensuite renvoient encore sur ce meme message d erreur   c est navrant et il est urgent de remettre en etat pole emploi   ;1;0;0;0;0;0;0;['system', 'alert', 'arrive', 'indisponibl', 'renvoient', 'navr', 'urgent', 'remettr'];system alert arrive indisponibl renvoient navr urgent remettr;0
impossible de faire valoir mes droits  je demande a beneficier du droit d option pour recalculer des mes allocations  auquel j ai droit  tous les stratagemes sont bons pour ne jamais recevoir ma demande  aucune reponse a mes mails  mes demandes en ligne invalides et meme quand je me deplace  on fait semblant de prendre mon document mais il part a la poubelle  tres decevant  alors que j ai cotise ;1;1;1;1;1;1;0;['valoir', 'option', 'recalcul', 'alloc', 'auquel', 'stratagem', 'repons', 'invalid', 'sembl', 'docu', 'poubel', 'decev'];valoir option recalcul alloc auquel stratagem repons invalid sembl docu poubel decev;-1
je voudrais que le pole emploi puisse reduire les clics lors d un envoi de bulletin de salaire car c est un vrai calvaire  pour une fiche de paye  je dois faire une vingtaine de clic sur mon pc avant effectuer l envoie des fiches de paye  je travaille actuellement pour le cesu et des particuliers  et a la fin du mois en cours  j ai une dizaine de fiche de paye a envoyer au service de pole emploi j ai fait l experience de m envoyer ce travail sur une autre adresse mail differente en compressant ces fichiers   on peut compresser des fichiers et en ouvrant avec un logiciel de decompression c est simple et facile et moins de travail pour le demandeur d emploi;0;1;0;1;0;0;0;['voudr', 'reduir', 'clic', 'bulletin', 'salair', 'calvair', 'pay', 'vingtain', 'clic', 'pc', 'pay', 'dizain', 'pay', 'compress', 'compress', 'decompress'];voudr reduir clic bulletin salair calvair pay vingtain clic pc pay dizain pay compress compress decompress;2
aucune experience  aucune explication meme pas d aide pour faire son profil et chercher un emploi  bref a quoi cela sert d avoir cotiser toutes mes annees de travail pour au final ce resultat decevant  de pole emploi  ;0;1;1;1;0;1;0;['profil', 'decev'];profil decev;3
sur le site  je peux facilement telecharger l attestation de pole emploi mais impossible de l envoyer  cela me met systematiquement  erreur technique   une erreur technique est survenue  veuillez nous excuser pour la gene occasionnee  ;1;0;0;0;0;0;0;['facil', 'attest', 'survenu', 'occasionne'];facil attest survenu occasionne;3
bonjour   le pole emploi m a radie pour ne pas avoir repondu au telephone a un rdv demande par mes soins car lors de cet appel j etais en communication avec un client  de suite j ai appele le pole emploi qui soi disant prend note et m indique de ne pas m inquieter  elle me donne un nouveau rdv pendant ma pause dejeuner quelque jours apres et de nouveau mon conseiller me contacte trop tot et de nouveau je suis en communication avec un client  c est mon outil de travail et mon employeur ne me donne pas de telephone professionnel   donc je ne peux pas lui repondre  de nouveau je contacte le 3949 en leur expliquant la situation et je fais un mail via mon espace personnel avec mon ordinateur de travail  et a ma surprise je recois une radiation de leur part  je suis allee les voir et ils me demandent de faire un courrier de recours et que la situation va s arranger car c est une erreur   et depuis j attends toujours   je suis une personne serieuse qui a toujours travaille j avais besoin de renseignements ;0;0;1;1;1;0;0;['rdv', 'soin', 'appel', 'appel', 'soi', 'inquiet', 'rdv', 'paus', 'dejeun', 'contact', 'tot', 'employeur', 'contact', '3949', 'demandent', 'courri', 'recour', 'arrang', 'attend'];rdv soin appel appel soi inquiet rdv paus dejeun contact tot employeur contact 3949 demandent courri recour arrang attend;0
j ai travaille depuis 17 ans et est par rupture conventionnelle au chomage  n ayant jamais ete au chomage depuis ma mise sur le marche de l emploi  tout me parait inconnu  sachant que la moindre erreur de saisie peut influer sur mes futures demarches et aides j y fais attention  un onglet defilant adapte a chaque situation devrait etre ajoutee pour informer des demarches pour les personnes comme moi n y connaissant rien    futures demarches a faire  ou s adresser  ce qu on risque de perdre financement  prime emploi qui compte dans un budget  ou ce qu on peut avoir si on est en difficulte de baisse de chomage   500  pour ma part ayant toujours travaille et durement  un chomeur habituel et mon cas son different  je suis dans l inconnu et la peur de la suite  car pas informe et suivi contrairement a un chomeur de longe date qui c est a quoi s attendre   je me suis inscrite a pole emploi et recherche rapidement par peur d etre en difficulte  alors que le chomage est un du mais faible   ;1;1;0;0;0;0;0;['17', 'conventionnel', 'chomag', 'chomag', 'par', 'inconnu', 'influ', 'futur', 'demarch', 'onglet', 'defil', 'ajoute', 'demarch', 'futur', 'demarch', 'financ', 'compt', 'budget', 'baiss', 'chomag', '500', 'habituel', 'inconnu', 'peur', 'long', 'inscrit', 'peur', 'chomag', 'faibl'];17 conventionnel chomag chomag par inconnu influ futur demarch onglet defil ajoute demarch futur demarch financ compt budget baiss chomag 500 habituel inconnu peur long inscrit peur chomag faibl;3
je souhaite declarer un changement de situation  je suis au chomage  beneficiaire de l ass  j ai epuise mes droits are et mere isolee  j ai envoye un mail  on me repond de le notifier dans changement de situation professionnelle  mais a part pouvoir mettre que je suis au chomage  il n y a rien concernant l ass ou une baisse d allocation  c est un vrai casse tete pour vous en faire part ;0;1;0;0;1;0;0;['declar', 'chomag', 'beneficiair', 'ass', 'epuis', 'mer', 'isole', 'notifi', 'chomag', 'ass', 'baiss', 'alloc', 'cass', 'tet'];declar chomag beneficiair ass epuis mer isole notifi chomag ass baiss alloc cass tet;3
bonjour  j ai une rqth  de serieux soucis de sante  l aah m a ete refusee  tous les trois mois on me change de referent pole emploi  je ne suis jamais contactee  c est moi qui demande a etre recu  les deux derniers ne m ont jamais repondu  la toute derniere me dit qu elle ne peut rien pour moi car elle s occupe uniquement de chomeurs valides  que je suis un cas particulier et que je dois etre suivie par un referent en charge de ce style de personnes  elle m a dit qu elle allait en parler a sa direction mais rien ne bouge  moi  je veux travailler mais il me faut un poste adapte  sans aide  je n arrive a rien  j ai beau postuler a des offres  c est toujours une reponse negative sans meme un entretien  je desespere    ;0;0;0;1;0;1;0;['rqth', 'souc', 'sant', 'aah', 'contacte', 'derni', 'occup', 'styl', 'allait', 'boug', 'offre', 'repons', 'desesper'];rqth souc sant aah contacte derni occup styl allait boug offre repons desesper;3
je suis allee a l agence pole emploi de ma ville  j ai demande a obtenir un rendez vous avec mon nouveau conseiller pole emploi dans le cadre d un rendez vous d embauche planifie en hexagone  l accueil du pole emploi n a pas pu me proposer une date fixe de rendez vous  je suis allee sur mon espace en ligne pour prendre un rendez vous  je constate qu il n est pas possible de prendre un rendez vous avec un conseiller  mon rendez vous avec mon futur employeur est compromis ;1;0;1;1;0;1;0;['planif', 'hexagon', 'fix', 'futur', 'employeur', 'comprom'];planif hexagon fix futur employeur comprom;2
bonjour    mon souci est tres simple  je n ai a mon domicile qu une tablette archos pour me connecter sur le site de pole emploi pour mes divers demarches  actualisation  recherche d emploi     et malheureusement le service ne s affiche pas sur ma tablette  je suis toujours obligee d aller en agence ou de demander a quelqu un ayant un ordinateur ou un telephone assez perfectionne pour etre compatible avec ce site pour pouvoir me rendre sur le site  pas tres normal a l air du numerique  devrait fonctionner sur tout support ;1;1;0;0;0;0;0;['souc', 'tablet', 'archos', 'connect', 'diver', 'demarch', 'tablet', 'oblige', 'perfection', 'compatibl', 'air', 'numer', 'support'];souc tablet archos connect diver demarch tablet oblige perfection compatibl air numer support;0
dans la continuite de mes demarches pour entrer en formation tisf  apres avoir eu une conseillere pole emploi  apres de multiples coups de telephone sans reponses  qui n a pas su repondre a mes questions sauf m orienter sur le site emphore  j y suis donc alle mais je n y ai rien trouve  d apres ce site il n y a pas de formations alors que je sais qu il y a une date de prevue ;1;0;1;1;0;0;0;['continuit', 'demarch', 'entrer', 'format', 'tisf', 'coup', 'repons', 'orient', 'emphor', 'format', 'prevu'];continuit demarch entrer format tisf coup repons orient emphor format prevu;1
demandeur d emploi inscrit chez pole emploi je constate une redondance des offres d emploi parues sur le site de pe  bref ce jour  06 04 2022 pole emploi annonce 1 226 890 offres d emploi disponibles  les chiffres sont a priori gonfles    par exemple   recherche offre  06 04 2022 a 10h42mn teleconseiller bilingue anglais  filtres  1 jour  cdi france entiere   resultats 67 offres similaires et redondantes sur ile de france avec le partenaire jobintree     cdi charge d assistance bilingue anglais   paris  h f    ma question est   qu en est il de la realite de toutes ces offres   sont elles vraiment toutes a pourvoir   j en doute   elles sont stictement toutes identiques     bref  plus de serieux et de professionalisme dans le traitement des offres d emploi serait le bienvenu   merci de mieux considerer les chomeurs  donnez nous les moyens de retrouver du travail au travers d offres actualisees et mises a jour    ;1;1;0;0;0;0;0;['inscrit', 'redond', 'offre', 'paru', '06', '04', '226', '890', 'offre', 'disponibl', 'prior', 'gonfl', 'offre', '06', '04', '10h42mn', 'teleconseil', 'bilingu', 'anglais', 'filtr', 'cdi', 'entier', '67', 'offre', 'similair', 'redond', 'ile', 'partenair', 'jobintre', 'cdi', 'bilingu', 'anglais', 'paris', 'h', 'f', 'offre', 'pourvoir', 'stict', 'ident', 'professional', 'offre', 'bienvenu', 'traver', 'offre', 'actualise', 'mis'];inscrit redond offre paru 06 04 226 890 offre disponibl prior gonfl offre 06 04 10h42mn teleconseil bilingu anglais filtr cdi entier 67 offre similair redond ile partenair jobintre cdi bilingu anglais paris h f offre pourvoir stict ident professional offre bienvenu traver offre actualise mis;-1
