Description;accueil;Description_2;Description_3;clusters
tres bon accueil grande disponibilite des agents rien n a reprocher un grand merci;1;['disponibilit', 'agent', 'reproch'];disponibilit agent reproch;-1
tres bon accueil conseillere tres competente et agreable rien a redire;1;['competent', 'redir'];competent redir;-1
franchement  top   j y suis allez car il me manquer un papier malgre  leur souci internet le monsieur  a  l accueil  a tout fait pour que je reparte avec mon papier  pour moi ca  s appelle  bien faire son travail  merci vraiment a vous    ;1;['top', 'souc', 'internet', 'repart'];top souc internet repart;-1
la personne a l accueil m a accompagne dans mes demarches et a ete de bon conseil souriante  agreable  merci de faire en sorte que votre bonne humeur soit contagieuse ;1;['person', 'demarch', 'souri', 'humeur', 'contagi'];person demarch souri humeur contagi;1
bonjour a tous  alors voila je suis incriste a la mission locale et pole emploi depuis 2017 2018  je n es jamais rencontree un aussi bon conseiller que monsieur michel  toujours a l ecoute  toujours disponible pour discute de projet ou autres  de la bienveillance  bravo et merci a lui pour l aide qu il m a apporte  ;1;['incrist', '2017', '2018', 'rencontre', 'michel', 'discut', 'apport'];incrist 2017 2018 rencontre michel discut apport;1
je recommande le pole emploi de guingamp   en effet j ai demande plusieurs fois a avoir un rdv avec mes conseillers et ceux ci ont accepte que ce soit par mail   telephone   un rdv physique a l agence   ma conseillere s est meme deplacee jusqu a l agence de paimpol pour avoir un entretien sur mes demarches   j attends un financement pour une formation et j ai ete bien conseille pour savoir quels organismes contacter   felicitation pour votre patience et votre serieux a bientot   kenavo;1;['recommand', 'guingamp', 'rdv', 'rdv', 'agenc', 'deplace', 'agenc', 'paimpol', 'demarch', 'attend', 'financ', 'format', 'contact', 'felicit', 'patienc', 'bientot', 'kenavo'];recommand guingamp rdv rdv agenc deplace agenc paimpol demarch attend financ format contact felicit patienc bientot kenavo;0
bon generalement tout va bien en ce qui me concerne mais ce matin la dame qui m a accueilli etait vraie semblablement une employe  elle a mis en doute ma demande de visibilite des curriculums recruteurs pendant pres de 5 minutes et ma oriente sur le site apres avoir insiste elle decide enfin d aller chercher l information une collegue me confirme et me montre les cv et me precise ils ne sont pas en ligne ca arrivent de faire des erreurs mais surtout pas faire passe le demandeur pour un    ;1;['general', 'vrai', 'semblabl', 'visibilit', 'curriculum', 'recruteur', 'orient', 'insist', 'collegu', 'confirm', 'montr', 'arrivent'];general vrai semblabl visibilit curriculum recruteur orient insist collegu confirm montr arrivent;-1
ne comprends pas quand on leur expliquer des choses  et nous prenne de haut tous juste si il nous envoie pas sur les rose  je leur expliquer que je quitte le departement dans moin de 3 mois mes il me force q trouver un emploi ou formation ;1;['pren', 'haut', 'ros', 'quitt', 'moin', 'q', 'format'];pren haut ros quitt moin q format;1
un accueil professionnel  la conseillere a compris ma situation et a reussie a me proposer le service qui m aidera a avancer sur mon projet  se sont des professionnels qui s adaptent aux gens  aux projets mais aussi aux conditions du marche de l emploi  rien n est evident dans la vie  c est un combat au quotidien  il vaut se bouger et trouver des solutions  merci ;1;['compr', 'reuss', 'servic', 'adaptent', 'condit', 'combat', 'quotidien', 'vaut', 'boug', 'solut'];compr reuss servic adaptent condit combat quotidien vaut boug solut;1
un grand merci a madame lea pour son aide   meme si je ne parle pas francais  il a patiemment tout explique tres bien et a ete tres utile   c est tres agreable d avoir des employes aussi jeunes  souriants et attentionnes ;1;['le', 'patient', 'util', 'jeun', 'souri', 'attention'];le patient util jeun souri attention;-1
les conseillers sont la pour nous aider ou nous rabaisser  pire rendez vous que j ai eu avec une conseillere qui se permet de me dire qu elle ne croit pas en mon projet car pas de debouches et me parle d une formation de chauffeur poids lourd ou de bus car actuellement ca recrute tout en me faisant comprendre que je n avais pas le choix de faire un metier qui ne me plait pas car je suis au chomage   donc quand on a un projet qui nous tient a cur  on nous le casse  je crois que je suis tombee sur la pire conseillere ;1;['rabaiss', 'croit', 'debouch', 'format', 'chauffeur', 'poid', 'lourd', 'bus', 'plait', 'chomag', 'tient', 'cur', 'cass', 'crois', 'tombe'];rabaiss croit debouch format chauffeur poid lourd bus plait chomag tient cur cass crois tombe;0
j aurais mis 0 etoile  j appelle ce matin des l ouverture pour savoir quel justificatif il demande exactement pour une reinscription apres un conge maternite  on me transfere le service indemnisation qui n a rien compris a ce que je demandais   alors que c est tres simple  surtout en ce qui concerne le cmg  je precise que je n ai jamais pris de conge parentale car la conseillere a cru a cela car elle ne sait pas ce qu est le cmg  alors soit elle doit changer de metier soit se former  j ai appele pour une simple question j attendais une simple reponse courtoise mais  cela aussi doit s apprendre en tant qu individu  ya du travail  au moins a versailles ils etaient polis et intelligents;1;['ouvertur', 'justif', 'exact', 'reinscript', 'cong', 'maternit', 'transfer', 'servic', 'indemnis', 'compr', 'cmg', 'cong', 'parental', 'cru', 'cmg', 'attend', 'repons', 'courtois', 'apprendr', 'individu', 'ya', 'versaill', 'intelligent'];ouvertur justif exact reinscript cong maternit transfer servic indemnis compr cmg cong parental cru cmg attend repons courtois apprendr individu ya versaill intelligent;0
enieme echange avec une personne qu il a fallut plusieurs fois expliquer de ne pas etre meprisant  je pense qu elle est a bout et qu elle devrait changer de metier;1;['eniem', 'person', 'fallut', 'mepris'];eniem person fallut mepris;1
j y suis allee hier et j etais tres stressee car j avais lu les commentaires ici  je pensais  oh lala ca va trainer cette affaire    ils ne vont pas m aider et je vais m enerver   et puis finalement  contrairement a ce qui se dit ici  j ai ete agreablement surprise par la gentillesse  la politesse et la patience des personnes  je n ai pas eu de contact avec des conseillers  je n ai parle qu a la personne de l accueil et aux personnes qui aident aux guichets  je les ai vu tres patientes et aidantes  je les remercie ;1;['hi', 'stresse', 'lu', 'commentair', 'oh', 'lal', 'train', 'affair', 'enerv', 'gentilless', 'politess', 'patienc', 'person', 'contact', 'person', 'person', 'aident', 'guichet', 'patient'];hi stresse lu commentair oh lal train affair enerv gentilless politess patienc person contact person person aident guichet patient;1
inadmissible     jamais on ne m a parle comme ca   la conseillere tres agressive  aucune empathie  je n ai jamais vu ca   ;1;['inadmissibl', 'agress', 'empath'];inadmissibl agress empath;-1
c est quoi c est horaire de chomeur    c est quand meme un comble de travailler chez pole emplois et de travailler moins qu un chomeur  9h 13h ahahah qu elle bande de branlos c est gens la   ;1;['horair', 'combl', '9h', '13h', 'ahahah', 'band', 'branlos'];horair combl 9h 13h ahahah band branlos;-1
ils ce permettent d arriver 30 minutes en retard pour des reunion d information est font esperer les gens a fuir comme de la peste de beau parleurs ils ne respectent aucun engagement;1;['permettent', 'retard', 'fuir', 'pest', 'parleur', 'respectent', 'engag'];permettent retard fuir pest parleur respectent engag;1
l accueil est inadmissible  jammais j ai vue cela    jsuis un jeune de 21 ans je suis venu pour une pmsmp pour une entreprise qui souhaitent me prendre en formation pour un bac pro   alors  pour commencer peine arrive la conseillere mme lionnet dany denigre mon physique  me dit  que je sais pas faire mon metier en vendeur alimentaire  j ai quand meme travailler dans 3 entreprise differents  j ai l impression qu elle as pas vu mon cv  qu elle as juste lu le titre du cv   c est vraiment irrespectueux et demotivant pour sa recherche d emploi   je prefere faire une pmsmp par la mission local qui sont vraiment la pour aider les jeunes et les ecouter pour apporter leur aide   si tout les conseillers pole emploi sont tous comme mme lionnet dany bonne chance pour essayer de retourver une situation professionnelle    si  pole emploi vanduvre peux eviter d employe des personnes dehagreable pour les demandeurs d emploi ca serait vraiment cool pour tout le monde;1;['inadmissibl', 'jamm', 'jsuis', 'jeun', '21', 'venu', 'pmsmp', 'souhaitent', 'format', 'bac', 'pro', 'mme', 'lionnet', 'dany', 'denigr', 'vendeur', 'alimentair', 'impress', 'lu', 'irrespectu', 'demotiv', 'prefer', 'pmsmp', 'jeun', 'apport', 'mme', 'lionnet', 'dany', 'retourv', 'vanduvr', 'person', 'dehagre', 'cool'];inadmissibl jamm jsuis jeun 21 venu pmsmp souhaitent format bac pro mme lionnet dany denigr vendeur alimentair impress lu irrespectu demotiv prefer pmsmp jeun apport mme lionnet dany retourv vanduvr person dehagre cool;0
personnel et la direction incompetent et desagreable   1 etoile parce que il n y a pas zero;1;['personnel', 'incompetent'];personnel incompetent;-1
j ai ete super bien accueilli   la conseillere a ete a mon ecoute  merci  des locaux modernes et superbe experience ;1;['modern', 'superb'];modern superb;1
j ai ete super bien accueilli  la conseillere a ete a mon ecoute  superbe experience dans des locaux modernes ;1;['superb', 'modern'];superb modern;1
cela semble etre un endroit parfait  j y suis alle et ils m ont tres bien traite et mon conseiller est en contact avec moi a tout moment  en fait  cela m a beaucoup aide et continue de le faire  merci ;1;['endroit', 'parf', 'contact'];endroit parf contact;1
un service incompetents compose d incompetents  pas uniquement l agence de villeurbanne  toutes les agences    payes avec l argent public  ;1;['servic', 'incompetent', 'compos', 'incompetent', 'agenc', 'villeurbann', 'agenc', 'pay', 'argent'];servic incompetent compos incompetent agenc villeurbann agenc pay argent;-1
meme ambiance qu une caf ou qu un bureau de poste  vous voila prevenu  pour avoir teste l accueil sans rendez vous la dame est tres sympathique et explique bien  un grand respect aux agents capables de supporter les incivilites des 8h31 ;1;['ambianc', 'caf', 'bureau', 'prevenu', 'test', 'sympath', 'respect', 'agent', 'capabl', 'support', 'incivilit', '8h31'];ambianc caf bureau prevenu test sympath respect agent capabl support incivilit 8h31;1
bonne experience   j ai ete pris en charge par sabrina   personne tres accueillante et professionnel  merci;1;['sabrin', 'person'];sabrin person;-1
le pire service 3h50 d attente sur le repondeur  personne ne repond  les bureaux sont fermes quand ils devraient etre ouvert  pfff   ;1;['servic', '3h50', 'repondeur', 'person', 'bureau', 'ferm', 'ouvert', 'pfff'];servic 3h50 repondeur person bureau ferm ouvert pfff;-1
au secretariat ils vous envoient bouler  il faut absolument s inscrire sur pole emploi donc quitter son poste pour obtenir une information alors que vous pouvez avoir la reponse par telephone en 2min au 3949   ne leur donnez pas de travail  appeler ce numero gratuit pour toute information vous verrez du personnel competent  ;1;['secretariat', 'envoient', 'boul', 'quitt', 'repons', '2min', '3949', 'gratuit', 'verr', 'personnel', 'competent'];secretariat envoient boul quitt repons 2min 3949 gratuit verr personnel competent;-1
a fuir  personnel desagreable  incompetent  faudrait songer a une reconversion professionnelle les gars  enfin si c est l accueil de ce pole emploi qui vous aiguille  vous serez juste bons a pointer chaque mois    ;1;['fuir', 'personnel', 'incompetent', 'song', 'reconvers', 'aiguill', 'point'];fuir personnel incompetent song reconvers aiguill point;-1
enceinte de 7mois  par temps de canicule  je viens sur place pour poser une simple question  apres avoir fait la queue  je tombe sur une dame   je travaille depuis 8ans et actuellement je suis en cdi  est ce possible si j obtiens une rupture conventionnelle  de toucher le chomage si je veux faire une formation  que je paierai moi meme pour une reconversion professionnelle     reponse logique   oui ou non   sa reponse  inscrivez vous chez pole emploi pour connaitre la reponse    je ne peux pas m inscrire  je travaille    demissionnez pour vous inscrire    je ne veux pas demissionner si mon projet ne tient pas la route  c est pour cette raison que je vous demande si chomage   formation sont compatibles    pour le savoir il faut vous inscrire   a quoi sert cette dame serieusement     ;1;['enceint', '7mois', 'canicul', 'pos', 'queu', '8an', 'cdi', 'obtien', 'conventionnel', 'chomag', 'format', 'pai', 'reconvers', 'repons', 'logiqu', 'repons', 'inscriv', 'connaitr', 'repons', 'demission', 'demission', 'tient', 'rout', 'chomag', 'format', 'compatibl'];enceint 7mois canicul pos queu 8an cdi obtien conventionnel chomag format pai reconvers repons logiqu repons inscriv connaitr repons demission demission tient rout chomag format compatibl;-1
