Description;telephone;Description_2;Description_3;clusters
j ai une rqth et dependant de cap emploi  j ai eu un rendez vous au pole emploi sans motif ni objet du rendez vous  j apprends sur le tas que la reunion doit durer l apres midi  avec une partie collective  et une partie individuelle  j avais un autre rendez vous une heure plus tard  le pole emploi m a redirige vers un conseiller pour ecourter et passer directement a la partie individuelle  a partir de ce moment la  j ai eu le droit a une caricature de l interrogatoire  jugement   vous n avez pas travaille depuis tres longtemps  je dirai meme trop longtemps    menace     les demarches que vous avez faites sont insuffisantes  vous risquez la radiation   devalorisation     le pole emploi ne voit plus les demandeurs d emploi comme des gens mais comme des numeros  et si vous ne rentrez pas dans les cases  vous degagez    j ai explique que j avais une rqth et que pour moi il n etait pas evident d acceder a l emploi  on m a repondu que les troubles  quels qu ils puissent etre  n etaient pas pris en compte  que c etait ou tout noir ou tout blanc  on m a bien fait comprendre que c etait pour baisser la statistique de chomage au niveau national   heureusement pour moi je ne me suis pas laisse demoraliser  j ai vu le coup venir  ces methodes douteuses sont aux antipodes de mes croyances  de mes convictions  c est vraiment ridicule  ce n est pas en cachant la poussiere sous le tapis qu il y en aura moins ;1;['rqth', 'depend', 'cap', 'objet', 'apprend', 'tas', 'collect', 'individuel', 'redirig', 'ecourt', 'individuel', 'caricatur', 'interrogatoir', 'jug', 'longtemp', 'dir', 'longtemp', 'demarch', 'insuffis', 'devaloris', 'voit', 'numeros', 'cas', 'degag', 'rqth', 'troubl', 'puissent', 'compt', 'noir', 'blanc', 'baiss', 'statist', 'chomag', 'national', 'demoralis', 'douteux', 'antipod', 'croyanc', 'convict', 'ridicul', 'cach', 'poussier', 'tapis'];rqth depend cap objet apprend tas collect individuel redirig ecourt individuel caricatur interrogatoir jug longtemp dir longtemp demarch insuffis devaloris voit numeros cas degag rqth troubl puissent compt noir blanc baiss statist chomag national demoralis douteux antipod croyanc convict ridicul cach poussier tapis;-1
je suis intermittente du spectacle depuis 2014  je dois donc m actualiser tous les mois  j ai oublie de le faire pour la premiere fois en 9 ans pour le mois de septembre  pole emploi spectacle  4h d essai avant d arriver a les joindre  ne peut pas m aider  mais me precise que je ne toucherai pas mes indemnites pour septembre  mon seul revenu donc   la conseillere est tres desagreable  on m envoie vers le service inscription  qui ne peut pas m aider  en insistant  la conseillere tres desagreable egalement  me dit que peut etre je peux tenter de demander une inscription retroactive a l agence pole emploi la plus proche  en faisant un courrier en recommande  mais ne peut pas m en dire plus  elle m envoie vers le service indemnite  apres 1h15 d attente je n en pouvais plus  j ai raccroche  un mois d indemnite  c est cher paye pour un malheureux oubli ;1;['intermittent', '2014', '9', '4h', 'indemnit', 'servic', 'insist', 'tent', 'retroact', 'agenc', 'courri', 'recommand', 'servic', 'indemnit', '1h15', 'raccroch', 'indemnit', 'cher', 'pay'];intermittent 2014 9 4h indemnit servic insist tent retroact agenc courri recommand servic indemnit 1h15 raccroch indemnit cher pay;2
il est urgent que pole emploi verifie la veracite de certaines offres d emploi    exemple 1   une meme entreprise poste la meme annonce 48 fois pour un poste en teletravail  ne repond a aucune candidature correspondant aux criteres demandes  on est 3 personnes a avoir teste  on a tous de bac  3 a bac 5   l entreprise n envoie aucune confirmation de candidature par mail comme c est de plus en plus souvent le cas   exemple 2   certaines entreprises connues comme le credit agricole qui n ont pas l intention d embaucher qui que soit a l accueil de leurs agences en province  car ces postes coutent cher a l entreprise  et qu ils ont eu des petites difficultes de budget      mais le ca poste pourtant enormement d annonces  16 rien que dans ma region   chaque annee pour les postes a  l accueil  qui sont apparemment bien payes  pour lesquels ils ne reclament qu un bac 2 et encore     sans aucune autre exigence    mais  etonnament  cette banque ne trouve jamais personne a recruter depuis  2 a 3 ans   etrange   tellement d autres exemple a donner   on dit que les francais sont des feignants et ne veulent pas travailler  il parait qu il y a tant d offres non pourvues  je vois surtout enormement de fausses offres  et on est tout un groupe sur twitter   discord a les mettre en evidence    pendant ce temps le pole emploi cherche des solutions inadaptees afin de nous faire retrouver un emploi  comme des ateliers de 3 semaines afin d ouvrir notre esprit pour avoir d autres idees d emploi       le tout finance par vos impots et pour rien  vu que quand on a la  chance  d etre forme dans un domaine  on peut en periode de plein emploi chercher dans un autre domaines  mais en periode de crise  chaque employeur choisira plus naturellement quelqu un ayant deja de l experience dans son domaine     cqfd;1;['urgent', 'verif', 'veracit', 'offre', '48', 'teletravail', 'criter', 'person', 'test', 'bac', 'bac', 'cred', 'agricol', 'intent', 'agenc', 'provinc', 'coutent', 'cher', 'budget', '16', 'region', 'apparent', 'pay', 'lesquel', 'recl', 'bac', 'exigent', 'eton', 'banqu', 'person', 'etrang', 'feign', 'veulent', 'par', 'offre', 'pourvu', 'vois', 'offre', 'group', 'twitt', 'discord', 'solut', 'inadapte', 'esprit', 'ide', 'financ', 'impot', 'domain', 'cris', 'employeur', 'naturel', 'cqfd'];urgent verif veracit offre 48 teletravail criter person test bac bac cred agricol intent agenc provinc coutent cher budget 16 region apparent pay lesquel recl bac exigent eton banqu person etrang feign veulent par offre pourvu vois offre group twitt discord solut inadapte esprit ide financ impot domain cris employeur naturel cqfd;1
j ai demenage  enfin je suis retourne chez mes parents et je n ai pas eu de rsa entre le gard et le jura  j ai un traitement medical et je n ai pas pu me soigner  dentiste   je n ai pas pu demenager mon studio  j ai perdu mon velo  scooter  voiture  ordinateur  photos  bijoux  vetements   tout  pole emploi et les assistantes sociales ne me donnaient pas de rdv  j ai du les intimider par courrier  aujourd hui j ai des dettes et meme le mediateur ne m aide pas ;1;['demenag', 'rsa', 'gard', 'jur', 'medical', 'soign', 'dentist', 'demenag', 'studio', 'velo', 'scoot', 'voitur', 'photos', 'bijoux', 'vet', 'rdv', 'intimid', 'courri', 'det', 'mediateur'];demenag rsa gard jur medical soign dentist demenag studio velo scoot voitur photos bijoux vet rdv intimid courri det mediateur;1
bonjour  sodexo m a  licencie en aout 2022  un licenciement economique  j ai envoye a  pole emploi les documents qu il me demandait  l attestation de l employeur  la rupture conventionnelle  enfin tous les documents demandes  or il me demande l accord transactionnel de sodexo  ma rh m a envoye un mail pour pole emploi  que j ai envoye au conseiller qui traite mon dossier  et il ne prend pas en compte le mail de la rh or mon dossier est bloque et le calcul est errone  j ai effectue une reclamation   je suis dans l attente  je suis en difficulte  financiere  je suis tres decu de pole  emploi ;1;['sodexo', 'licenc', 'licenci', 'docu', 'attest', 'employeur', 'conventionnel', 'docu', 'accord', 'transactionnel', 'sodexo', 'rh', 'dossi', 'compt', 'rh', 'dossi', 'erron', 'reclam'];sodexo licenc licenci docu attest employeur conventionnel docu accord transactionnel sodexo rh dossi compt rh dossi erron reclam;2
inscrite depuis peu a pole emploi  j ai recu une notification de decision suite a mon inscription  j ai acquis des droits je m actualise donc tous les mois  mes jours acquis sont bien decomptes mais ne me sont pas regles  je suis en communication toutes les semaines avec mon conseille financier par mail ainsi qu avec d autre conseillers pole emploi par telephone afin de regler le probleme mais mes indemnites  sont toujours bloquees ce jour 97 jours d indemnites mon ete decompte sans reglement aucun  je me retrouve dans une situation financiere tres compliquee depuis plus de 3 mois et je n en vois pas la fin;1;['inscrit', 'decis', 'acquis', 'acquis', 'decompt', 'financi', 'indemnit', 'bloque', '97', 'indemnit', 'decompt', 'complique', 'vois'];inscrit decis acquis acquis decompt financi indemnit bloque 97 indemnit decompt complique vois;1
la suppression le 2 nov 2022 des profils est prejudiciable  nous avons besoin de plusieurs profils pour nos candidatures  au moins 3 ou 4  comme avant  et avec un cv pre choisissable  je veux qu un responsable me telephone  pour cela et maints autres defauts ;1;['suppress', 'nov', 'profil', 'prejudici', 'profil', 'choisiss', 'respons', 'maint', 'defaut'];suppress nov profil prejudici profil choisiss respons maint defaut;-1
j ai ete licencie pour inaptitude professionnel apres 40 ans a travaille dans le batiment carreleur  je me suis inscrit a pole emploi  aucun rdv  demande de document permanent alors que mon employeur a fait le necessaire  j ai appele pour savoir si c etait possible de rencontrer ma referente   donne d office  on me dit que non un rdv telephonique uniquement pour l instant  inscrit depuis le 11 octobre et je ne sais toujours pas combien je vais etre remunere  les offres d emploi sont toujours les memes   a 58 ans j aimerais me reconvertir dans le service a domicile  pour faire des stages il faut attendre des mois     je me sent pas du tout aide pour pouvoir rebondir   j ai toujours travaille et j ai encore envi de continuer  on nous dit qu il y a du travail dans plein de secteur mais on est mal accompagne  c est deshumanisant  je ne demande qu a etre accompagne pour me reinserer  c est long;1;['licenc', 'inaptitud', '40', 'carreleur', 'inscrit', 'rdv', 'docu', 'permanent', 'employeur', 'offic', 'rdv', 'instant', 'inscrit', '11', 'combien', 'remuner', 'offre', '58', 'reconvert', 'servic', 'rebond', 'deshumanis', 'reinser'];licenc inaptitud 40 carreleur inscrit rdv docu permanent employeur offic rdv instant inscrit 11 combien remuner offre 58 reconvert servic rebond deshumanis reinser;2
depuis debut octobre  j ecris a ma conseillere et mon conseiller indemnisation mais mes demandes de rendez vous  telephoniques ou physique ne recoivent pas la moindre reponse  je suis toujours reste courtois et je veux que pole emploi me communique les information sur des periodes d indemnisation durant ma carriere afin de valider mon dossier de demande de retraite mais les mails sont classes   poubelle   sans la moindre reponse  j ai recu un email qui me disait que la situation etait regularisee   mais rien n a ete fait  du reste je ne sais pas comment ils auraient pu regulariser puisqu ils ne connaissaient pas les periodes en cause   lors d une reunion generale  debut octobre  personne n a voulu m ecouter  ils ont refuse toutes demandes d infos personelles  un rdv m a ete donne  telephoniquement avec ma conseillere  et c est une autre personne qui m a repondue  me disant incompetente a repondre a mes questions  ma caisse de retraite me demande ces documents  mais personne de pole emploi ne reponds a mes emails  je trouve hallucinant que de simples demandes de justificatifs ne soient pas traites par les conseillers de pole emploi ;1;['ecris', 'indemnis', 'recoivent', 'repons', 'courtois', 'indemnis', 'dossi', 'retrait', 'class', 'poubel', 'repons', 'regularise', 'puisqu', 'general', 'person', 'infos', 'personel', 'rdv', 'person', 'incompetent', 'caiss', 'retrait', 'docu', 'person', 'hallucin', 'simpl', 'justif'];ecris indemnis recoivent repons courtois indemnis dossi retrait class poubel repons regularise puisqu general person infos personel rdv person incompetent caiss retrait docu person hallucin simpl justif;2
premier rendez vous a pole mploi lagarde  un peu d apprehension au depart  une conseillere a pris le temps de m expliquer simplement tous les rudiments de base du site et la future marche a suivre  je tiens a signaler que cette personne a ete tres performante  je ne suis pas encore sauve mais deja rassure ;1;['mploi', 'lagard', 'apprehens', 'rud', 'futur', 'person', 'perform', 'sauv', 'rassur'];mploi lagard apprehens rud futur person perform sauv rassur;1
    c est le service a contacter  malheureusement  il s agit d un passage oblige lorsque l on est demandeur d emploi   pole emploi  c est la deshumanisation du marche du travail  lorsque vous allez en agence  l accueil est assure par une tablette et lorsque l on echange avec un  conseiller  il se comporte en robot   peu leur importe que vous soyez actif dans votre recherche d emploi ou votre reconversion  il ne faut surtout pas leur prendre trop de temps    si votre mail fait plus de 4 lignes   il n est pas lu integralement  si vous n entrez pas dans le moule   vous etes une gene   lors de mon inscription  je leur indique que je suis dans une demarche de creation d entreprise donc la semaine suivante je recois un coup de telephone d un prestataire prive  certainement paye a prix d or  pour mes demarches    de retour a un emploi salarie   je ne prendrai qu un exemple mais malheureusement  il ne s agit pas d un evenement isole mais bien d une constante dans mon experience aupres de ce service ;1;['servic', 'contact', 'agit', 'passag', 'deshumanis', 'agenc', 'assur', 'tablet', 'robot', 'actif', 'reconvers', 'lu', 'integral', 'entrez', 'moul', 'demarch', 'prestatair', 'pay', 'prix', 'demarch', 'prendr', 'agit', 'even', 'isol', 'const', 'servic'];servic contact agit passag deshumanis agenc assur tablet robot actif reconvers lu integral entrez moul demarch prestatair pay prix demarch prendr agit even isol const servic;-1
