"entite";"review_text";"rating";"rel_date";"convert_1";"annee"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"TATIANA LA CONSEILLÈRE INDEMNITÉ LA PLUS NULLE CEST BIEN CELLE-LÀ ! COMPLÈTEMENT À LA RAMASSE !
IL FAUT SÉRIEUSEMENT LA REMPLACER PAR QQ1 QUI A LES COMPÉTENCES REQUISES POUR CE POSTE ! SA COLLÈGUE AVEC QUI J’AI PARLÉ AU TÉLÉPHONE ENCORE PIRE !

ARRÊTEZ DE SIGNALER MON COMMENTAIRE ! ÇA CHANGERA RIEN À VOTRE MOYENNE ! VOUS ÊTES LA PIRE DES AGENCES ! ET LES MENACES TÉLÉPHONIQUES ÇA MARCHENT PAS NON PLUS !";"1";"il y a une semaine";"il y a 1 mois";"2023"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"J'avais une conseillère compétente, mais désolé là ma conseillère a été remplacée et c'est une vraie catastrophe, de grosses erreurs sont faites et quand j'essaye d'expliquer ce problème à la conseillère en ligne, elle n'écoute pas, un discours de sourds. J'aurais aimé mettre un zéro. Chacun est libre de donner son avis qu'il soit négative où positive, et je ne vois pas en quoi le poste de conseiller est difficile. Il faudrait peut-être qu'ils apprennent le rôles d'un conseiller.";"1";"il y a 2 semaines";"il y a 2 semaines";"2023"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Très  bien,  c'est  la  première  fois  que  je
Venais,  les  gens  sont  très  Accueillants.";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"A fuir !!! Mon expérience avec mon conseiller une catastrophe je le rencontre pour la première fois il y a 2 ans souhaitant faire une formation ce dernier ne savait même pas comment accéder à ce type de formation merci google qui a pu l’orienter sans compter l’aide pour le cv qu’il a voulu faire lui même merci au correcteur automatique et résultat  un copier coller sur le net ne correspond en rien avec mon profil heureusement que je lui ai pas demandé de faire financer la formation il aurait été bien paumer finalement j’ai cherché par moi même j’ai refait mon cv seul  je me suis qualifié seul sans aucune aide de ce dernier qui ne connaît rien aujourd’hui je me réinscrit car pas le choix mon contrat était terminé depuis décembre je lui dit que j’accouche le lendemain mais que dans 2 semaine je suis prête à reprendre un emploi que j’ai déjà un mode de garde prévue pour mon enfant le mec a dû appeler sa responsable tout deux me dise que je n’ai pas le droit de reprendre le travail qu’il vont annuler mon inscription pôle emploi que je suis obligé de prendre mon congé maternité auprès de la sécu alors que je viens tout juste de finir mon contrat à plus de 8mois et demi de grossesse cela ne m’a pas empêché de bosser je ne comprends absolument pas limite j’ai eu l’impression qu’il préfère voir des personnes feignante ou déprimé qui ne veulent juste pas bosser pour eux ce sentir utile dans leur travail minable une honte !!!";"1";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Aucun";"1";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Aucun";"1";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Très mauvaise expérience avec Élisabeth, qui a tenu des propos limite raciste. Elle n’a pas voulu valider un simple document, et à clairement dis qu'elle ne voulais pas le faire. Personne incompétente et impolis. Ris au nez ouvertement. Je compte faire remonter ça plus haut. Ces graves d’employé de tel personne, qui juge des personnes à leur nom de famille !! J’ai toujours été bien guidé, aider et informer d’habitude de la part du personnel de cette agence, mais Elizabeth a vraiment changer mon point de vue vis à vis de l’agence.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Je ne sais pas pour d'autres, mais moi je n'ai eu que de bonnes expériences à chaque fois que j'y suis passé... Ils et elles sont accueillants et très disponibles et je n'ai eu absolument aucun problème. Pour ceux qui ont laissé un avis négatif, n'oubliez pas qu'ils sont toute la journée sous pression pour accueillir des gens mal dans leur peau et souvent en souffrance sociale... Ce n'est pas un job facile, il faut donc faire preuve d'un peu de compréhension et d'honnêteté intellectuelle. Les insulter comme je l'ai déjà vu, ne fera qu'envenimer les choses...
Mention spéciale au grand vigile. Un homme extrêmement gentil et très disponible.";"5";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Si je pouvais donner 0 je l’aurais fais . Je ne sais pas où et comment vous êtes formés . Vous êtes des personnes antipathiques, hautains , malveillants, aucun professionnalisme . Je comprends pourquoi certains usagers déferlent leur haines sur vous . Vous nous considérez comme des bons à rien . On m’a changé de conseiller je n’étais même pas au courant la moindre des choses c’est de prévenir . Un conseil passez votre chemin , n’attendez aucune aide d'eux… on est mieux servi que par sois même .

Ce ne sont pas des conseillers mais plus tôt des déconseillers.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Très bonne expérience avec ma conseillère, la psychologue et la prestataire de cette agence Pole Emploi de Tremblay , des relations de confiance et une aide très précieuse dans mon parcours.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Conseillers arrogants et de mauvaise foi,manière de s’exprimer face aux usagers en recherche d’un emploi irrespectueuse.
Passez votre chemin:ils ne vous aideront en rien et encore moins à retrouver un emploi.Avisez le ministère du travail de leur comportement honteux et à vomir.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Ils ont besoin d’une mise à jour dans se pôle emploi 👎👎👎👎 …";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Vraiment incompétent chacun y va de son commentaire rien n’est cohérent dans leurs gestion, déjà que notre situation et malheureuse avoir à faire à des personnes désagréables c’est désolant.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"Règles sanitaires (Covid19):

Réception du public de 9H00 à 13H15 du lundi au jeudi et de 9h00 à midi sans rendez-vous. Les personnes ayant rendez-vous sont reçues du lundi au jeudi de 9h00 à 17h00 et de 9h00 à midi le vendredi.

Un point sanitaire vous attends juste après l'entrée avec désinfection des mains. Du produit de désinfection est à disposition pour nettoyer les équipements informatiques. Le port du masque est obligatoire dans l'agence.

Les bureaux des conseillers sont munis de plaques de plexiglass. Chaque conseiller porte son masque en agence.

Certains conseillers sont en télétravail.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI TREMBLAY-EN-FRANCE-PE";"J'ai pas connu pire comme Pôle emploi .";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MORNE A L'EAU-PE";"Aucun";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MORNE A L'EAU-PE";"Hostile. Pas un bon service pour les clients.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI MORTAGNE-PE";"Merci a Mme BATAILLE, Conseillère au service entreprise d'avoir suivie le Dossier AFPR du Début a la fin. Un suivie irréprochable et efficace.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI MORTAGNE-PE";"Accueil respectueux. Ecoute active et considération de la part des agents rencontrés. Réponse rapide et sourire malgré la conjoncture actuelle. Merci";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANCY GENTILLY-PE";"Pourquoi y allez autant chomé j'usqua 65 ans que l'inverse";"1";"il y a une semaine";"il y a 1 mois";"2023"
"POLE EMPLOI NANCY GENTILLY-PE";"L'office français du chômage fonctionne au ralenti comme les autres";"4";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI NANCY GENTILLY-PE";"Aucun";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI NANCY GENTILLY-PE";"Très bien accueillant";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NANCY GENTILLY-PE";"Conseillère très sympa et bonne pédagogue";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANCY GENTILLY-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANCY GENTILLY-PE";"Aucun";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANTES HALUCHERE-PE";"Aucun";"5";"il y a 4 semaines";"il y a 4 semaines";"2023"
"POLE EMPLOI NANTES HALUCHERE-PE";"Mon conseiller a des aprioris sur les personnes handicapées et me l'a bien fait comprendre";"1";"il y a 4 semaines";"il y a 4 semaines";"2023"
"POLE EMPLOI NANTES HALUCHERE-PE";"Aucun";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI NANTES HALUCHERE-PE";"Personnel relativement disponibles...";"3";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"Solliciter ma conseillère pôle emplois pour un conseil a été à priori trop demander. Quand je lui expose ma demande par mail elle me dit tout simplement que je dois appeler le service téléphonique, et quand je réponds que je souhaite la réponse à ma problématique par écrit, d’où le fait de la contacter par mail, elle décide de clôturer la discussion. Si vos conseillers ne sont pas capables de nous accompagner et nous aider dans nos démarches à quoi servent t’il au juste ?";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"Un pôle emploi comme les autres, pas assez d ordinateur par contre et toutes les imprimantes ne marchent pas";"3";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"Aucun";"4";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"Très médiocre !";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"Franchement je remercie l équipe de m avoir suivis dans mais demarche de m avoir aide dans les papier bonne continuation";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"L'exécution de l'envoi des tâches et documents s'exécute en fonction de la personne qui prend en charge le dossier.
Le pôle emploi d'Haluchère ce compose d'excellents éléments mais d'autres qui selon moi ne sont pas du tout à  leurs place.
Une remise à niveau pour certains serait peu-être nécessaire.
C'est un travail qui demande de la rigueur et si il n'y en à pas quand cela est nécessaires les répercussions peuvent être très pénalisantes voir problematiques pour certains dossiers.";"3";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NANTES HALUCHERE-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANTES HALUCHERE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANTES HALUCHERE-PE";"Bon service, réponses rapides aux mails et aux problématiques :)";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANTES HALUCHERE-PE";"Très bon services.. À l écoute et efficace";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NANTES MALAKOFF-PE";"Pôle emploi.";"3";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI NANTES MALAKOFF-PE";"Je suis très satisfait, la dame à l’accueil est souriante, elle m’a demandé de patienter en salle d’attente (c’est bien organisé, calme et propre), très rapidement le Monsieur est arrivé, il m’a tout expliqué en détails selon mon cas et mes besoins et a répondu à toutes mes questions, il est très sympathique, compétent et professionnel.
Je suis content de cet entretien !";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI NANTES MALAKOFF-PE";"Aucun";"3";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI NANTES MALAKOFF-PE";"Je suis toujours tombée sur les interlocuteurs compétents et agréable. Jeudi, suite à un problème sur mon dossier et par conséquent aucune indemnisations, je tombe sur une personne très condescendante qui m'agresse dès le début de la conversation. Je garde mon calme un très long moment car ce n'est pas dans mes habitudes de m'énerver. Pui, lasse de me faire agresser, je hausse le ton. La personne au bout du fil ose me dire que je suis désagréable et qu’elle va couper la conversation. Je lui demande alors son nom et là, elle me raccroche au nez. Depuis, plus de nouvelle et à chaque fois que j’appelle l’agence, je tombe sur la même personne qui refuse de me passer ma conseillère. Ce genre d’attitude est scandaleuse. Les demandeurs d’emploi ne sont pas des mendiants. Nous méritions un minimum de respect et il y aurai peut-être moins d’agression physique dans les agences si les employés de pôle emploi avaient du respect pour les gens.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI NANTES MALAKOFF-PE";"Aucun";"5";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI NANTES MALAKOFF-PE";"Cette semaine, je contacte après échange avec ma conseillère le service indemnisation auquel je suis aujourd’hui rattaché. En effet, j’ai commis une erreur sur mon inscription et il me parait normal dans faire part au service compétent. A mon grand regret a vouloir bien faire, je tombe sur un interlocuteur fort désagréable et nonchalant envers moi.
Celui-ci m’explique que j’ai déjà déposé une réclamation au sujet de ma problématique et qu’au vu du volume de dossier à gérer, il ne peut multiplier les demandes. Je conçois son retour mais j’appelais justement pour éviter tout quiproquo et prendre les devants pour leur éviter des difficultés pour la gestion de mon dossier. Malheureusement, je dérange et ce Monsieur n’a clairement pas de temps à perdre avec moi. Pour infos mes échanges avec ses collaborateurs ont toujours été très agréables, Monsieur prenez donc le temps de prendre plaisir à échanger avec les gens, la journée passera plus vite.
Dernière expérience décevante !";"1";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI NANTES MALAKOFF-PE";"J'ai eu la chance de bénéficier d'un accompagnement de qualité dans l'avancement de mon projet pro. Merci beaucoup 🙏 …";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NEUILLY-SUR-MARNE-PE";"J'ai assisté à un entretien collectif le le 13 septembre 2022 à 13h30 j'ai trouvé des conseillers d'une grande qualité humain et professionnel j'ai aussi trouvé la directrice qui a fait l'ouverture et la clôture de l'entretien une femme remarquable de qualité. J'ai passé une après-midi agréable avec des gens agréables. Merci à toute l'équipe.   ETTAHRI  h";"4";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI NEUILLY-SUR-MARNE-PE";"Quel honte cette agence j'ai jamais vue ça.
J'avais un rendez téléphonique avec ma conseillère le 17 février à 11h15 mais le problème c'est que j'attend toujours son appelle.
Quelle surprise de voir ce matin un courrier de sanction pour rendez vous manque car elle m'a toujours pas appelle cette quoi cette agence.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NEUILLY-SUR-MARNE-PE";"Super accueil, les gens sympa et professionnels.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NEUILLY-SUR-MARNE-PE";"Mais numéro de 3949 ça n'est pas marché";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI NEUILLY-SUR-MARNE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NEUILLY-SUR-MARNE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI NEUILLY-SUR-MARNE-PE";"La première fois que je suis allé à Pôle emploi, du fait de la mauvaise cohérence des avis en ligne, j'imaginais toutes sortes d'insatisfactions avant d'y aller : files d'attente comme de longues files d'attente, foule animée et bruyante, tantes noires pas très sympathiques, environnement sombre et sans air (Je pense peut-être au pire traitement que j'ai jamais rencontré en France : l'expérience de la résidence continue en préfecture).
Mais si vous trouvez que l'environnement et le personnel sont complètement différents de ce que vous imaginiez, vous pouvez sentir leur gentillesse, leur responsabilité et leur patience !";"4";"il y a 2 ans";"il y a 2 ans";"2021"
