Description;demarche en ligne;compte ou espace personnel;Description_2;Description_3;clusters
je suis actuellement une formation pendant 3 ans dans le cadre d une reconversion professionnelle  je suis inscrite a pole emploi  pendant les periodes de formation  septembre a juin   je suis dans la categorie 4 des demandeurs d emploi  cette categorie expire le lendemain de la fin de ma formation pour l annee en cours  et je suis automatiquement desinscrite de pole emploi  je dois alors me reinscrire  puis m actualiser  ce qui retarde mon indemnisation et me cree une charge administrative supplementaire   c est egalement le cas d environ la moitie de ma promotion  nous devrons repeter cette procedure a chaque fin d annee  sachant que nous devons deja prevenir nos conseillers tous les ans de notre nouvelle entree en formation en septembre   cette procedure pourrait etre simplifiee en rebasculant automatiquement les personnes dans la categorie des demandeurs d emploi disponibles pour travailler  cela eviterait des oublis  des retards pour les demandeurs d emploi et beaucoup de travail pour les conseillers pole emploi qui doivent gerer ces dossiers et repondre aux questions inevitables des demandeurs d emploi dans cette situation ;1;0;['format', 'reconvers', 'inscrit', 'format', 'juin', 'categor', 'categor', 'expir', 'lendemain', 'format', 'desinscrit', 'reinscrir', 'retard', 'indemnis', 'administr', 'supplementair', 'moit', 'promot', 'devron', 'repet', 'procedur', 'devon', 'preven', 'entre', 'format', 'procedur', 'simplifie', 'rebascul', 'person', 'categor', 'disponibl', 'retard', 'dossi', 'inevit'];format reconvers inscrit format juin categor categor expir lendemain format desinscrit reinscrir retard indemnis administr supplementair moit promot devron repet procedur devon preven entre format procedur simplifie rebascul person categor disponibl retard dossi inevit;1
inscrite a pole emploi  j ai estime que mes allocation are  retour a l emploi  etaient bien faibles compte tenu du salaire que j avais  j ai demande a plusieurs reprise via l onglet reclamation de verifier ces droits  les appels telephoniques comme les messages via mon espace aboutissent a des reponses constamment differentes dont celle que tout etait normal  il s avere au final  et apres avoir insiste par de multiples reclamations  que mes droits etaient effectivement errones a hauteur de presque 300   des excuse du responsable indemnisation etc   on m a informe que les indemnites etaient calculees sur la base de l attestation pole emploi employeur et sans compte des indemnites de maladies et des eventuelles fiches de paye et que seule une reclamation declenche l etude exacte des droits   cela est gravissime car si je suis au fait des defaillances possibles et que je connais les rouage administratif  les personnes qui ne sont pas aussi averties et qui s en tiennent aux reponses apportes lors de mes premieres reclamations se voient spoliees de leurs veritables indemnites    je constate enormement de dysfonctionnements depuis mon inscription tout comme un manque d ergonomie et d acces sur le site   selection d envoi de type de documents limite  pas de prise de rendez vous en ligne pourtant oriente par la voix off lors des appels  le service indemnisation est le seul interlocuteur possible lors des transferts  ce sont des agents d accueils qui repondent sans aucun acces aux dossiers  il serait pourtant simple pour moi de changer ces dysfonctionnements les plus recurrents et faciliter la vie de millions de personnes mais egalement des agents  je suis surtout choque par les indemnites qui ne doivent pas etre reclamees faute d informations ;1;1;['inscrit', 'estim', 'alloc', 'faibl', 'compt', 'tenu', 'salair', 'onglet', 'reclam', 'about', 'repons', 'const', 'aver', 'insist', 'reclam', 'effect', 'erron', 'hauteur', '300', 'respons', 'indemnis', 'indemnit', 'calcule', 'attest', 'employeur', 'compt', 'indemnit', 'malad', 'eventuel', 'pay', 'reclam', 'declench', 'etud', 'exact', 'gravissim', 'defaill', 'possibl', 'rouag', 'administr', 'person', 'avert', 'tiennent', 'repons', 'apport', 'premier', 'reclam', 'voient', 'spolie', 'indemnit', 'ergonom', 'select', 'docu', 'orient', 'voix', 'off', 'servic', 'indemnis', 'interlocuteur', 'transfert', 'agent', 'repondent', 'dossi', 'recurrent', 'million', 'person', 'agent', 'choqu', 'indemnit', 'reclame'];inscrit estim alloc faibl compt tenu salair onglet reclam about repons const aver insist reclam effect erron hauteur 300 respons indemnis indemnit calcule attest employeur compt indemnit malad eventuel pay reclam declench etud exact gravissim defaill possibl rouag administr person avert tiennent repons apport premier reclam voient spolie indemnit ergonom select docu orient voix off servic indemnis interlocuteur transfert agent repondent dossi recurrent million person agent choqu indemnit reclame;2
je me suis reinscrit a pe en parallele de mon activite d auto entrepreneur en mai 2022  au moment de m actualiser pour le mois de juin  je rentre les informations sur mes heures  j envoie mon document tel que demande  7 jours apres  aucun versement  j apprends aujourd hui que je dois transmettre mon kbis par l intermediaire de mon referent indemnisation  document indique nulle part au moment de mon actualisation  gros probleme de communication a ce niveau  j espere avoir mon versement rapidement ;1;0;['reinscr', 'parallel', 'auto', 'entrepreneur', 'juin', 'docu', 'tel', 'apprend', 'kbis', 'intermediair', 'indemnis', 'docu', 'null'];reinscr parallel auto entrepreneur juin docu tel apprend kbis intermediair indemnis docu null;-1
l actualisation pole emploi se fait mensuellement durant une periode precise concernant le mois precedent   or a la date butoir d actualisation  il n a pas les bulletins de paies  ni les montants des 4 salaires verses  plusieurs employeurs   il note une estimation en heures et en somme  il attend de recevoir les paies pour envoyer les documents  entre temps l allocation est versee  un trop percu de la somme totale est reclame  mentionnant  vous avez fait une erreur dans votre declaration    son conseiller pole emploi ne peut pas le renseigner quant a la bonne reception du cheque de trop percu  c est un autre service qui gere cela  ;1;1;['butoir', 'bulletin', 'pai', 'salair', 'employeur', 'estim', 'somm', 'attend', 'pai', 'docu', 'alloc', 'verse', 'somm', 'total', 'reclam', 'declar', 'chequ', 'servic'];butoir bulletin pai salair employeur estim somm attend pai docu alloc verse somm total reclam declar chequ servic;-1
un changement a ete effectue sur le site de pole emploi   auparavant plusieurs cartes de visite etaient diffusables  maintenant une seule    comment alors se presenter differemment si l on a 2 cordes a son arc   comment etre visible des recruteurs sur 2 emplois completement differents avec 2 cv differents   il n y en a qu un qui apparait  ;0;1;['auparav', 'cart', 'visit', 'diffus', 'cord', 'arc', 'visibl', 'recruteur', 'appar'];auparav cart visit diffus cord arc visibl recruteur appar;-1
bonjour  j ai fait une reinscription depuis le 1er juillet sur le site  mais impossible d utiliser  mes echanges avec pole emploi  afin de communiquer les documents demandes  le message suivant apparait     le service est momentanement indisponible  veuillez nous excuser de la gene occasionnee  cordialement l equipe pole emploi fr    je ne peux consulter les messages de pole emploi le message suivant apparait    nous vous prions de nous excuser pour ce desagrement et vous invitons a vous connecter ulterieurement  si vous le souhaitez vous pouvez acceder a votre espace personnel   je tourne en boucle et cerise sur le gateau le 3949  attente de 30 minutes au mieux   ;1;1;['reinscript', 'juillet', 'communiqu', 'docu', 'appar', 'servic', 'momentan', 'indisponibl', 'occasionne', 'equip', 'appar', 'prion', 'desagr', 'inviton', 'connect', 'ulterieur', 'personnel', 'boucl', 'ceris', 'gateau', '3949'];reinscript juillet communiqu docu appar servic momentan indisponibl occasionne equip appar prion desagr inviton connect ulterieur personnel boucl ceris gateau 3949;3
j ai demande a plusieurs reprises une attestation de caisse de retraite  je pensais recevoir un decompte correspondant aux periodes d indemnisation par pole emploi  a la place  j ai recu une attestation concernant un de mes employeurs  parfois 2  et pas forcement sur le nombre total de cidd avec ceux ci    quid des autres employeurs   quid des periodes de chomage indemnise comptant pour la retraite   merci  ;1;1;['attest', 'caiss', 'retrait', 'decompt', 'indemnis', 'attest', 'employeur', 'cidd', 'quid', 'employeur', 'quid', 'chomag', 'indemnis', 'compt', 'retrait'];attest caiss retrait decompt indemnis attest employeur cidd quid employeur quid chomag indemnis compt retrait;2
bonjour  comme d habitude  tous les mois  depuis la guyane  j ai actualise ma situation  sur le site du pole emploi  depuis un pc  a la fin  sans probleme  le resultat d avis d actualisation s affiche  je peux alors imprimer ou telecharger en fichier pdf  aucun souci particulier ;1;1;['habitud', 'guyan', 'pc', 'pdf', 'souc'];habitud guyan pc pdf souc;1
fin de contrat de travail  demande d allocation avec justificatifs   la demande de pole emploi est transferee  en l etat  sur 2 administrations    la cpam   la ville de reims les justificatifs  attestation de travail de la ville   attestation pension invalidite de la cpam ont ete rejetees par les services de pole emploi  sans raison   je ne suis que l intermediaire entre des administrations qui n utilisent pas le meme langage  retard pour le calcul et donc le paiement de mon allocation perte d emploi ;1;0;['contrat', 'alloc', 'justif', 'transfere', 'administr', 'cpam', 'reim', 'justif', 'attest', 'attest', 'pension', 'invalidit', 'cpam', 'rejete', 'servic', 'intermediair', 'administr', 'utilisent', 'langag', 'retard', 'pai', 'alloc'];contrat alloc justif transfere administr cpam reim justif attest attest pension invalidit cpam rejete servic intermediair administr utilisent langag retard pai alloc;3
je suis un chomeur originaire d un drom et vis a paris  par nature je voyage souvent de mon lieu de residence a mon lieu de naissance  allez chez ses parents  or je me retrouve souvent dans l illegalite administrative et dans une constante obligation de justifier mes  absences    justifier la necessite d avoir des rdv dematerialises a des horaires correspondant au 6h de decalage  je ressens une charge mentale negative emanant de mon conseiller qui est sans cesse procedurier ;1;0;['originair', 'drom', 'paris', 'natur', 'voyag', 'resident', 'naissanc', 'illegalit', 'administr', 'const', 'absenc', 'necessit', 'rdv', 'dematerialis', 'horair', '6h', 'decalag', 'ressen', 'mental', 'eman', 'cess', 'proceduri'];originair drom paris natur voyag resident naissanc illegalit administr const absenc necessit rdv dematerialis horair 6h decalag ressen mental eman cess proceduri;-1
non  pplication des regles de l unedic en matiere d indemnisation  impossible d obtenir une reponse meme avec une lettre recommandee  aucune reponse aux reclamations faites ;1;1;['pplicat', 'unedic', 'matier', 'indemnis', 'repons', 'recommande', 'repons', 'reclam'];pplicat unedic matier indemnis repons recommande repons reclam;2
j ai postule 2 ou 3 fois a des offres en ligne gerees par pole emploi  il n y a eu aucun retour  offres transmises aux employeurs  si non transmises  pourquoi  on postule en ligne sans aucune garantie que la candidature arrive a l employeur ;1;1;['offre', 'gere', 'offre', 'employeur', 'garant', 'employeur'];offre gere offre employeur garant employeur;2
faire son inscription ou reinscription comme demandeur d emploi sur le site   est un sacre marathon et une grande gymnastique cerebrale    en gros   il y a beaucoup de rubriques  des sous rubriques avec de longues listes a lire avant de trouver la ligne qui correspond au choix voulu  je dois quand meme preciser  que je ne suis pas dans une situation particuliere ou autre  je precise   salarie ayant perdu son travail  rupture conventionnelle    rien de special avec deja un dossier pole emploi a reactualiser  j ai perdu beaucoup de temps a naviguer et a me perdre dans les differentes rubriques  avec tout le stress  l enervement que ca engendre et surtout la peur de se tromper     pour a la fin  etre oblige de passer par l assistance telephonique et finaliser mon inscription  avec un conseiller qui a ete au top et que je tiens a remercier;1;1;['reinscript', 'sacr', 'marathon', 'gymnast', 'cerebral', 'conventionnel', 'special', 'dossi', 'reactualis', 'navigu', 'stress', 'enerv', 'engendr', 'peur', 'tromp', 'top', 'remerci'];reinscript sacr marathon gymnast cerebral conventionnel special dossi reactualis navigu stress enerv engendr peur tromp top remerci;-1
