Description;accueil;Description_2;Description_3;clusters
ayant contacter ma conseillere sur le sujet des attestations employeur  elle m a repondu une 1ere fois que celles ci n etaient pas necessaire du faite que l employeur transmettait cette attestation et la fiche de paie  par voie dematerialisee  une seconde fois  elle m informe que cette attestation est obligatoire  donc il faut bien que de mon cote je la transmette tous les mois avec ma fiche de paie  de plus  quand je lui pose des questions  souvent dans sa reponse je ne retrouve qu une partie des reponses qui fait  que je suis oblige de reiterer mes questions qui sont restees sans reponses  j ai eu egalement la desagreable surprise d apprendre qu il manquait des justificatifs a mon dossier qu il m a fallut faire 130 photocopies et  quand j ai fourni ces 130 photocopies  on m a dit que c etait pas la peine de fournir ces documents du faite qu ils etaient deja dans mon dossier ;1;['contact', 'attest', 'employeur', '1er', 'cel', 'employeur', 'transmet', 'attest', 'pai', 'dematerialise', 'second', 'attest', 'transmet', 'pai', 'repons', 'repons', 'reiter', 'reste', 'repons', 'apprendr', 'justif', 'dossi', 'fallut', '130', 'photocop', '130', 'photocop', 'docu', 'dossi'];contact attest employeur 1er cel employeur transmet attest pai dematerialise second attest transmet pai repons repons reiter reste repons apprendr justif dossi fallut 130 photocop 130 photocop docu dossi;-1
j ai ete convoque a pole emploi lezignan  25km aller  sur place parques a 50 dans une salle  en pleine epidemie de covid 19 et de periode de confinement   qui n a pas assez de places pour accueillir tout le monde  les animatrice qui se plaignent  car elles ont convoque encore 60 personnes  et qu il n y a pas assez de places  quand je demande les raisons de cette convocation accompagnee de menace de radiation  cela alors que je viens de terminer un atelier de creation d entreprise et que je suis en cours de creation  la reponse donnee a ete   vous devez faire ce que je vous dis et je n ai pas de compte a rendre  et si ca ne vous convient pas  vous serez radie des listes de demandeurs d emploi   bravo pole emploi ;1;['convoqu', 'lezignan', '25km', 'parqu', '50', 'sall', 'plein', 'epidem', 'covid', '19', 'confin', 'plac', 'anim', 'plaignent', 'convoqu', '60', 'person', 'plac', 'raison', 'convoc', 'accompagne', 'ateli', 'repons', 'donne', 'compt', 'convient'];convoqu lezignan 25km parqu 50 sall plein epidem covid 19 confin plac anim plaignent convoqu 60 person plac raison convoc accompagne ateli repons donne compt convient;2
l actualisation du demandeur d emploi vient de prendre un coup de jeune  en langage informatique  on pourrait dire que ce service a vu sa charte graphique mise a jour  ou  vient d etre mise au gout du jour  mais quel interet dans ce changement   aucune explication n a ete donnee aux principaux interesses   les demandeurs d emplois  en back office  il y a peut etre un interet a cette evolution  mais en front office  ce changement n offre aucune difference  aucune clarte supplementaire a ce qui se faisait auparavant  on ne peut que rester indifferent ;1;['vient', 'jeun', 'langag', 'servic', 'chart', 'graphiqu', 'vient', 'gout', 'interet', 'donne', 'back', 'offic', 'interet', 'evolu', 'front', 'offic', 'offre', 'clart', 'supplementair', 'auparav', 'indifferent'];vient jeun langag servic chart graphiqu vient gout interet donne back offic interet evolu front offic offre clart supplementair auparav indifferent;3
bonjour   j ai ete agreablement surprise par l efficience du site de pole emploi destine aux candidats   licenciee apres un rachat de notre entreprise  j ai du m inscrire a pole emploi et fut reellement stupefaite par la reactivite des conseillers egalement   ceux ci sont emphatiques et accueillants nous avons beaucoup de chance en france de pouvoir etre soutenus de cette facon   il faut en prendre conscience  trop de personnes sont insatisfaites et critiquent les errements administratifs  or si l on voyage  on se rend compte a quel point nous sommes assistes et proteges   merci aux concepteurs du site et aux conseillers  ;1;['efficient', 'destin', 'licencie', 'rachat', 'stupefait', 'reactivit', 'emphat', 'soutenus', 'conscienc', 'person', 'insatisfait', 'critiquent', 'errement', 'administr', 'voyag', 'compt', 'proteg', 'concepteur'];efficient destin licencie rachat stupefait reactivit emphat soutenus conscienc person insatisfait critiquent errement administr voyag compt proteg concepteur;-1
bonjour  je viens declarer l incompetence d un conseiller pole emploi a l agence de dammary  non seulement il ne m a ete d aucune utilite  il ne m a rien propose ni explique et n a meme pas regarde mon cv  mais aussi il n a pas marque ma presence et suite a cela j ai recu un avertissement pour absence non justifiee alors que je me suis bien presentee le jour du rdv a l agence ;1;['declar', 'incompetent', 'agenc', 'dammary', 'utilit', 'regard', 'marqu', 'presenc', 'avert', 'absenc', 'justifie', 'presente', 'rdv', 'agenc'];declar incompetent agenc dammary utilit regard marqu presenc avert absenc justifie presente rdv agenc;-1
bonjour    bon  j ai accumule de bonnes experiences avec les services public en general mais la c etait catastrophique  conseillere fermee d esprit a base de phrases toutes faites et de lieux communs   faut pas partir dans tous les sens    faut vous remettre dans la realite du marche de l emploi   etc  alors que j arrivais avec un projet simple et complet  mais bon  forcement quand on rentre pas dans les cases  on essaie de nous y mettre de force   c etait infantilisant  insultant et deresponsabilisant  a contrario j avais eu affaire a un autre conseiller qui avait tout fait pour m aider dans ce meme projet quelques annees auparavant alors comme quoi  c est une question de bonne volonte et d ouverture d esprit  dommage que je n ai pas eu la sante necessaire pour le mener a bien a l epoque   controler et infantiliser les chomeurs ne va pas les faire travailler plus et surtout pas rentrer dans les cases  bien au contraire  sachez le  surtout quand cela signifie devenir chaudronniere ou soudeuse alors qu on fait a peine 1m60 et qu on a un projet de comportementaliste pour animaux      ;1;['accumul', 'servic', 'ferme', 'esprit', 'phras', 'lieux', 'remettr', 'arriv', 'cas', 'infantilis', 'insult', 'deresponsabilis', 'contrario', 'affair', 'auparav', 'volont', 'ouvertur', 'esprit', 'sant', 'epoqu', 'infantilis', 'cas', 'sach', 'signif', 'deven', 'chaudronnier', 'soudeux', '1m60', 'comportemental', 'animal'];accumul servic ferme esprit phras lieux remettr arriv cas infantilis insult deresponsabilis contrario affair auparav volont ouvertur esprit sant epoqu infantilis cas sach signif deven chaudronnier soudeux 1m60 comportemental animal;-1
je suis autonome dans la recherche d emploi  heureusement  car sinon  face aux difficultes que je rencontre avec l agence pole emploi de brie comte robert  je pense que je finirai malade moralement   on m a communique que j ai le droit a un montant precis d allocation  or cette allocation est regulierement reduite sans explication  pire  je decouvre la notification sur l application  pas de retour de mail parfois  je contacte le conseiller indemnisation  la reponse peut mettre 48h  je suis de bonne foi et je fais mon actualisation des le 28 du mois  je me retrouve systematiquement dans le rouge  tres confortable pour ma famille et moi  et evidemment c est a moi d aller a la peche aux informations  un gros manque de transparence sur les procedures  et je le repete  heureusement que je parle ecris parfaitement le francais et suis autonome sur le plan numerique   une honte  un suivi deshumanise des demandeurs d emploi  une gestion par identifiant  des rendez vous quasi inexistants  j ai ete obligee de solliciter le mien au bout de deux mois  et encore en visio   des structures a la chaine sans visage et sans nom  des renvois de suivi vers des prestataires exterieurs qui coutent des fortunes a l etat et qui ne menent a rien  on m a convoquee de maniere obligatoire  en me menacant de radiation si non presentation  pour me proposer de suivre un atelier pour construire mon cv et ma lettre de motivation  alors meme que je viens de la formation professionnelle et que ma fonction precedente consistait a aider les personnes en recherche d emploi a le faire   vide de sens  seul le financier prime  et on vous le coupe a tout bout de champ pour un oui ou un non alors qu il y a des personnes en chair et en os derriere  des familles   voila mon experience  elle n est glorieuse ni pour l administration ni pour l etat  dont elle depend ;1;['autonom', 'fac', 'agenc', 'bri', 'comt', 'robert', 'malad', 'moral', 'prec', 'alloc', 'alloc', 'regulier', 'reduit', 'decouvr', 'contact', 'indemnis', 'repons', '48h', 'foi', 'roug', 'confort', 'famill', 'pech', 'transparent', 'procedur', 'repet', 'ecris', 'autonom', 'plan', 'numer', 'deshumanis', 'gestion', 'identifi', 'quas', 'inexist', 'oblige', 'mien', 'visio', 'structur', 'chain', 'visag', 'renvois', 'prestatair', 'exterieur', 'coutent', 'fortun', 'menent', 'convoque', 'ateli', 'construir', 'format', 'consist', 'person', 'vid', 'financi', 'coup', 'person', 'chair', 'os', 'derrier', 'famill', 'glorieux', 'administr', 'depend'];autonom fac agenc bri comt robert malad moral prec alloc alloc regulier reduit decouvr contact indemnis repons 48h foi roug confort famill pech transparent procedur repet ecris autonom plan numer deshumanis gestion identifi quas inexist oblige mien visio structur chain visag renvois prestatair exterieur coutent fortun menent convoque ateli construir format consist person vid financi coup person chair os derrier famill glorieux administr depend;3
bonjour   j ai tout d abord percu une allocation de la caf  pour par la suite  a savoir a la fin de mon dernier contrat de travail   percevoir des allocations de pole emploi   je ne comprends leur calcul sur mes droits allocations chomage ou indemnisation   j ai emis une demande au sujet de ce calcul entre pole emploi  les employeurs et la france  sans jamais obtenir de reponse s    cordialement;1;['abord', 'alloc', 'caf', 'contrat', 'percevoir', 'alloc', 'alloc', 'chomag', 'indemnis', 'emis', 'employeur', 'repons'];abord alloc caf contrat percevoir alloc alloc chomag indemnis emis employeur repons;-1
je souhaite remercier pole emploi  pour son travail fourni  il nous a beaucoup aide et j en suis reconnaissante   merci beaucoup pole emploi de lunel;1;['remerci', 'reconnaiss', 'lunel'];remerci reconnaiss lunel;2
ce 04 08 22  j ai ete a une reunion de groupe pour le  pack remobilisation   sur le site de neuchateau 88300 pour une duree de 3 heures imposees  pour faire quoi    jouer  a un  escape game 1 0  pas du tout au point  il fallait y etre pour le croire  on nous prend pour des gosses et encore  eux au moins ils sont mieux lotis niveau jeu  ils seraient partis en courant  serieux  c est cela qui va nous aider a trouver un emploi  c est une perte de temps  un entretien avec un conseiller  permanent   personnalise  serait franchement plus efficace ;1;['04', '08', '22', 'group', 'pack', 'remobilis', 'neuchateau', '88300', 'dure', 'impose', 'jou', 'escap', 'gam', 'goss', 'lot', 'jeu', 'part', 'permanent', 'personnalis'];04 08 22 group pack remobilis neuchateau 88300 dure impose jou escap gam goss lot jeu part permanent personnalis;3
je temoigne  retraite  jamais inscrit au chomage et recherchant un poste de saisonnier s est presente au rdv propose par pole emploi a l agence de cavaillon  apres 30 min d attente sans explication  je me suis manifeste  une agent m a fait comprendre que je n etais pas prioritaire  me faisant comprendre que je n avais rien a faire la    une premiere experience lamentable;1;['temoign', 'retrait', 'inscrit', 'chomag', 'saisonni', 'rdv', 'agenc', 'cavaillon', 'min', 'manifest', 'agent', 'prioritair'];temoign retrait inscrit chomag saisonni rdv agenc cavaillon min manifest agent prioritair;3
le nouveau systeme pour faire l actualisation est tres clair et rapide  sans difficulte   je pense qu il faut garder ce type d actualisation  ;1;['system', 'gard'];system gard;-1
inscrite a pole emploi depuis avril 2021  en debut d annee 2022 je me suis inscrite comme autoentrepreneur en mai 2022  cependant je n ai pas du tout facture   a aucun moment lors de mes rdv  avec mon referent  je n ai eu d information sur les cas de changements de situation auxquels je pouvais etre confrontee   donc le protocole pour devenir autoentrepreneur et les specificites de declaration m etaient completement inconnus   j avais dans l idee que bien evidemment je devais declarer toute source de revenus    ce que j ai fait naivement quand j ai voulu faire ma declaration   actualisation mensuelle    bilan   suspension de revenus  pas d alerte ni mail ni telephone     mais courrier simple    vous etes radiee  j ai pris contact avec pe par telephone  3649    indemnisation mais la personne n etait pas au fait de tout le protocole  je n ai recu que des info partielles    bilan   cela a engendre encore du retard dans la perception de mon indemnisation et du coup une situation financiere me conduisant a plusieurs incidents bancaires    puisque mes charges  elles  continuaient bien a etre preleves    par ailleurs  j ai suivi des formations non remunerees et non financees par le pe  j avais tellement d inquietudes sur le moindre changement par rapport a l actualisation que je ne les ai pas declarees   je deplore    1  que lors du rdv avec le referent  une information precise sur les cas de figure par rapport au changement de situation ne soit pas precisee  car le moindre faux pas engendre une catastrophe et n incite pas a declarer tout changement  meme a son benefice 2  que les applications pe ne renvoient pas de notification ou de messages d alerte quand une situation  exemple  mauvais document transmis  a pour consequence une suspension d indemnisation    cela met l usager dans une situation encore plus precaire qu il ne l est deja 3  le traitement inflige par certains interlocuteurs du service indemnisation  celui dont je depens  particulierement indecent de mepris;1;['inscrit', 'inscrit', 'autoentrepreneur', 'cepend', 'rdv', 'chang', 'auxquel', 'confronte', 'protocol', 'deven', 'autoentrepreneur', 'specificit', 'declar', 'inconnus', 'ide', 'declar', 'sourc', 'revenus', 'naiv', 'declar', 'suspens', 'revenus', 'alert', 'courri', 'radie', 'contact', '3649', 'indemnis', 'person', 'protocol', 'info', 'partiel', 'engendr', 'retard', 'percept', 'indemnis', 'conduis', 'incident', 'bancair', 'charg', 'prelev', 'format', 'remunere', 'finance', 'inquietud', 'deplor', 'rdv', 'figur', 'precise', 'engendr', 'incit', 'declar', 'benefic', 'renvoient', 'alert', 'mauv', 'docu', 'suspens', 'indemnis', 'usag', 'precair', 'inflig', 'interlocuteur', 'servic', 'indemnis', 'depen', 'indecent', 'mepr'];inscrit inscrit autoentrepreneur cepend rdv chang auxquel confronte protocol deven autoentrepreneur specificit declar inconnus ide declar sourc revenus naiv declar suspens revenus alert courri radie contact 3649 indemnis person protocol info partiel engendr retard percept indemnis conduis incident bancair charg prelev format remunere finance inquietud deplor rdv figur precise engendr incit declar benefic renvoient alert mauv docu suspens indemnis usag precair inflig interlocuteur servic indemnis depen indecent mepr;3
