Description;telephone;Description_2;Description_3;clusters
a plusieurs reprises mes contacts avec l agence de pole emploi asnieres sont marques par un contact tres froid et meprisant de la part des conseillers telephoniques du service indemnisation  ils font clairement part d une attitude de suspicion envers les candidats  chaque mot et parole sont remises en doute  de plus les informations transmises de leur part sont toujours lacunaires ou manquantes  mon dossier a ete transmis en janvier 2022 et c est seulement en juin 2022 que j apprends que des elements sont manquants  c est une experience desolante et meprisante  qu il convient de corriger ;1;['contact', 'agenc', 'asnier', 'marqu', 'contact', 'froid', 'mepris', 'servic', 'indemnis', 'attitud', 'suspicion', 'enver', 'parol', 'remis', 'lacunair', 'dossi', 'juin', 'apprend', 'element', 'desol', 'mepris', 'convient'];contact agenc asnier marqu contact froid mepris servic indemnis attitud suspicion enver parol remis lacunair dossi juin apprend element desol mepris convient;1
impossible de s inscrire a pole emploi qui demande une copie de la dads  doc qui n existe plus depuis plusieurs annees  et qui rejette tout document s en rapprochant    impossible de joindre quelqu un qui sache de quoi il s agit    deja 1 mois que je m echine a essayer de m inscrire   ;1;['dad', 'docu', 'rapproch', 'sach', 'agit', 'echin'];dad docu rapproch sach agit echin;1
inscription agence pole emploi de cenon  accueil et conseils parfaitement adaptes ainsi que le suivi de dossier  beaucoup de disponibilite et de bienveillance ;1;['agenc', 'cenon', 'dossi', 'disponibilit'];agenc cenon dossi disponibilit;1
je viens d appeler 3949 pour obtenir une information  attente prevue de 3 minutes  de nombreux autres services administratifs ne communiquent pas ce genre d information donc c est un bon point pour pole emploi   autre bon point  l attente ne fut que d une minute  mais le ton n etait clairement pas bienveillant  pire  j ai eu l audace  semble t il  de demander l agence physique la plus proche de mon domicile et a ce moment la personne de pole emploi qui represente pole emploi et qui repond a un public en difficulte  vulnerable me dit qu il ne m aidera pas et que c est a moi de rechercher sur  google  je ne savais pas que google etait un partenaire privilegie de pole emploi  si je demande c est qu au prealable j ai regarde sur google mais je n ai pas trouve ce que je cherchais car des informations peu fiables  j esperais donc que le standardiste m indique de bonnes informations lui meme representant pole emploi et ayant l habitude de renseigner les personnes  je precise que cela fait 30 ans que je n ai plus utilise les services de pole emploi qui a l epoque s appelait encore anpe et assedic ;1;['appel', '3949', 'prevu', 'servic', 'administr', 'communiquent', 'audac', 'agenc', 'person', 'represent', 'vulner', 'googl', 'sav', 'googl', 'partenair', 'privileg', 'prealabl', 'regard', 'googl', 'cherch', 'fiabl', 'standard', 'represent', 'habitud', 'person', 'servic', 'epoqu', 'appel', 'anpe', 'assedic'];appel 3949 prevu servic administr communiquent audac agenc person represent vulner googl sav googl partenair privileg prealabl regard googl cherch fiabl standard represent habitud person servic epoqu appel anpe assedic;1
ayant contacter ma conseillere sur le sujet des attestations employeur  elle m a repondu une 1ere fois que celles ci n etaient pas necessaire du faite que l employeur transmettait cette attestation et la fiche de paie  par voie dematerialisee  une seconde fois  elle m informe que cette attestation est obligatoire  donc il faut bien que de mon cote je la transmette tous les mois avec ma fiche de paie  de plus  quand je lui pose des questions  souvent dans sa reponse je ne retrouve qu une partie des reponses qui fait  que je suis oblige de reiterer mes questions qui sont restees sans reponses  j ai eu egalement la desagreable surprise d apprendre qu il manquait des justificatifs a mon dossier qu il m a fallut faire 130 photocopies et  quand j ai fourni ces 130 photocopies  on m a dit que c etait pas la peine de fournir ces documents du faite qu ils etaient deja dans mon dossier ;1;['contact', 'attest', 'employeur', '1er', 'cel', 'employeur', 'transmet', 'attest', 'pai', 'dematerialise', 'second', 'attest', 'transmet', 'pai', 'repons', 'repons', 'reiter', 'reste', 'repons', 'apprendr', 'justif', 'dossi', 'fallut', '130', 'photocop', '130', 'photocop', 'docu', 'dossi'];contact attest employeur 1er cel employeur transmet attest pai dematerialise second attest transmet pai repons repons reiter reste repons apprendr justif dossi fallut 130 photocop 130 photocop docu dossi;1
j ai ete convoque a pole emploi lezignan  25km aller  sur place parques a 50 dans une salle  en pleine epidemie de covid 19 et de periode de confinement   qui n a pas assez de places pour accueillir tout le monde  les animatrice qui se plaignent  car elles ont convoque encore 60 personnes  et qu il n y a pas assez de places  quand je demande les raisons de cette convocation accompagnee de menace de radiation  cela alors que je viens de terminer un atelier de creation d entreprise et que je suis en cours de creation  la reponse donnee a ete   vous devez faire ce que je vous dis et je n ai pas de compte a rendre  et si ca ne vous convient pas  vous serez radie des listes de demandeurs d emploi   bravo pole emploi ;1;['convoqu', 'lezignan', '25km', 'parqu', '50', 'sall', 'plein', 'epidem', 'covid', '19', 'confin', 'plac', 'anim', 'plaignent', 'convoqu', '60', 'person', 'plac', 'raison', 'convoc', 'accompagne', 'ateli', 'repons', 'donne', 'compt', 'convient'];convoqu lezignan 25km parqu 50 sall plein epidem covid 19 confin plac anim plaignent convoqu 60 person plac raison convoc accompagne ateli repons donne compt convient;1
victime d un accident du travail  qui m a conduit a etre declare inapte j ai perdu celui ci   helas  beneficiant de la subrogation de salaire je n ai pas prete attention aux paiement des indemnites journalieres versees par la securite sociale a mon employeur  le mois de mars n a pas ete regle par la securite sociale a celui ci  d un cote l attestation de salaire n a pas ete fournis par mon employeur et cote securite sociale suivant les differents interlocuteurs elle a ete fourni ou pas  pole emploi  me notifie qu ils ne peuvent instruire mon dossier pour me verser mes indemnites car ils leur manque le decompte de la securite sociale  consequence je ne percois pas d indemnites de pole emploi depuis mai 2022  et de plus je ne peux effectuer la portabilite de ma mutuel donc plus de mutuel   je ne comprends pas que ce document semble necessaire  puisque pole emploi a l attestation d employeurs de mes salaires dans lequel figure le montant au calcul de mes indemnites  pourquoi ne puis je pas fournir mes bulletins de salaire qui donneraient eux aussi la base de calcul   aujourd hui  je n ai plus de mutuel  pas d indemnite et de gros probleme financier  mes appels tant a la securite sociale  a pole emploi et a mon ex employeur ne donne rien  que faire   suis desespere   ;1;['victim', 'accident', 'conduit', 'declar', 'inapt', 'hel', 'benefici', 'subrog', 'salair', 'pret', 'pai', 'indemnit', 'journalier', 'verse', 'securit', 'employeur', 'securit', 'attest', 'salair', 'employeur', 'securit', 'interlocuteur', 'instruir', 'dossi', 'indemnit', 'decompt', 'securit', 'percois', 'indemnit', 'portabilit', 'mutuel', 'mutuel', 'docu', 'attest', 'employeur', 'salair', 'lequel', 'figur', 'indemnit', 'bulletin', 'salair', 'mutuel', 'indemnit', 'financi', 'appel', 'securit', 'ex', 'employeur', 'desesper'];victim accident conduit declar inapt hel benefici subrog salair pret pai indemnit journalier verse securit employeur securit attest salair employeur securit interlocuteur instruir dossi indemnit decompt securit percois indemnit portabilit mutuel mutuel docu attest employeur salair lequel figur indemnit bulletin salair mutuel indemnit financi appel securit ex employeur desesper;1
mon mot de passe et ou mon identifiant ne fonctionnent pas  pourtant le mois dernier  une conseillere avait  semble t il  regle mon souci  j avais reussi a m actualiser  re belotte ce mois ci  identification impossible  attente de 20 minutes au telephone  premiere attente estimee a 9 minutes    on me raccroche au bout de 6 7 minutes  je dois appeler a nouveau  precisons que le mois dernier  la conseillere avait un telephone qui fonctionnait tres mal et que nous avions du passer plus de 20 minutes pour reussir a communiquer et regler mon probleme  en esperant que le meme probleme ne se presente pas a nouveau le mois prochain  ;1;['identifi', 'fonctionnent', 'souc', 're', 'belott', 'identif', 'estime', '9', 'raccroch', 'appel', 'precison', 'reuss', 'communiqu'];identifi fonctionnent souc re belott identif estime 9 raccroch appel precison reuss communiqu;-1
j avais contacte cet apres midi pole emploi afin d avoir des renseignements concernant ma situation vu que ca fait des mois que je n ai pas recu mes droits  je suis tombee sur une personne indifferente  lente et perdu par rapport a sa fonction elle ne m a rien explique et elle me faisait attendre a chaque fois plus d une dizaine de minutes et au final elle m a parle d une facon tres seche et irresponsable comme quoi ce n est pas a elle de me dire ce que je dois faire pour avoir mon dossier a jour  et le pire  c est qu elle a refuse de me donner rendez vous sous ma demande pour aller a pole emploi afin de mieux comprendre ma situation sous pretexte qu elle n a pas de temps a m accorder ;1;['contact', 'tombe', 'person', 'indifferent', 'lent', 'dizain', 'sech', 'irrespons', 'dossi', 'pretext', 'accord'];contact tombe person indifferent lent dizain sech irrespons dossi pretext accord;0
bonjour   j ai ete agreablement surprise par l efficience du site de pole emploi destine aux candidats   licenciee apres un rachat de notre entreprise  j ai du m inscrire a pole emploi et fut reellement stupefaite par la reactivite des conseillers egalement   ceux ci sont emphatiques et accueillants nous avons beaucoup de chance en france de pouvoir etre soutenus de cette facon   il faut en prendre conscience  trop de personnes sont insatisfaites et critiquent les errements administratifs  or si l on voyage  on se rend compte a quel point nous sommes assistes et proteges   merci aux concepteurs du site et aux conseillers  ;1;['efficient', 'destin', 'licencie', 'rachat', 'stupefait', 'reactivit', 'emphat', 'soutenus', 'conscienc', 'person', 'insatisfait', 'critiquent', 'errement', 'administr', 'voyag', 'compt', 'proteg', 'concepteur'];efficient destin licencie rachat stupefait reactivit emphat soutenus conscienc person insatisfait critiquent errement administr voyag compt proteg concepteur;-1
cpam   j ai contacte mi uillet 2022 la cpam de bordeaux pour un litige sur des arrets maladie de mai et juin 2021 qui ont bien ete recus mais pour lesquels les indemnites journalieres n ont pas ete versees  il devait etre 16h40 quand j ai parle a une premiere interlocutrice qui apres un certain temps n a pas su repondre a ce dysfonctionnement et m a donc mis en relation avec un deuxieme interlocuteur  j explique a nouveau mon probleme  un certain temps s ecoule avant que la personne accede a mon dossier  une fois le dossier sous les yeux    coupure de la conversation  musique d attente puis tonalite de fin de communication    il etait 17h00 pile  donc impossibilite de reprendre contact immediatement avec le service puisque celui ci ferme a 17h00  mon interlocuteur ne m a pas rappele bien sur     j ai donc decide de prendre un rdv en presentiel via le site de la cpam  me disant que ce serait plus sur d obtenir une reponse rapide  quasiment 3 semaines de delais pour un rdv fixe donc au 2 aout 2022 et aujourd hui 29 juillet 2022 on m envoie un message pour me signaler que ce rdv ne se fera pas en presentiel mais par telephone  retour a la case depart  c est honteux de couper une conversation telephonique a l heure pile de fermeture du service et de ne pas tenir des engagements quant aux services publics proposes   il se trouve que mon attestation des indemnites journalieres est urgente a obtenir pour moi  dossier pole emploi   resultat   3 semaines d attente sans savoir si mon probleme va pouvoir etre resolu le jour de l appel telephonique    pole emploi  inscrit le 1er juillet 2022  j ai rempli mon dossier pour mon allocation chomage  lors de mes declarations  j avais oublie de mentionner des arrets maladies  impossible de faire prendre en compte ces modification  les documents envoyes via le site de pole emploi sont a 90  rejetes  les documents envoyes en piece jointe par mail ne sont pas pris en consideration et aucune reponse au courrier par voie postale   ;1;['cpam', 'contact', 'mi', 'uillet', 'cpam', 'bordeau', 'litig', 'malad', 'juin', 'recus', 'lesquel', 'indemnit', 'journalier', 'verse', '16h40', 'interlocutric', 'interlocuteur', 'ecoul', 'person', 'acced', 'dossi', 'dossi', 'yeux', 'coupur', 'musiqu', 'tonalit', '17h00', 'pil', 'impossibilit', 'contact', 'immediat', 'servic', 'ferm', '17h00', 'interlocuteur', 'rdv', 'presentiel', 'cpam', 'repons', 'quas', 'rdv', 'fix', '29', 'juillet', 'rdv', 'presentiel', 'coup', 'pil', 'fermetur', 'servic', 'ten', 'engag', 'servic', 'attest', 'indemnit', 'journalier', 'urgent', 'dossi', 'resolu', 'appel', 'inscrit', 'juillet', 'dossi', 'alloc', 'chomag', 'declar', 'malad', 'compt', 'docu', '90', 'docu', 'joint', 'repons', 'courri', 'postal'];cpam contact mi uillet cpam bordeau litig malad juin recus lesquel indemnit journalier verse 16h40 interlocutric interlocuteur ecoul person acced dossi dossi yeux coupur musiqu tonalit 17h00 pil impossibilit contact immediat servic ferm 17h00 interlocuteur rdv presentiel cpam repons quas rdv fix 29 juillet rdv presentiel coup pil fermetur servic ten engag servic attest indemnit journalier urgent dossi resolu appel inscrit juillet dossi alloc chomag declar malad compt docu 90 docu joint repons courri postal;1
